Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
يتمعلم,متمعلم ، معلمه يتمعلم : يتظاهر بانه يعلم ويعرف وخبير في الشيء,Western,"المهمة: فسر أهمية الكلمة 'يتمعلم' في الثقافة السعودية.
السؤال: ما الكلمة التي تعبر بشكل مناسب عن التظاهر بالمعرفة في المجتمع؟
الخيارات:
أ) تعلم
ب) يتمعلم
ج) جاهل
د) خبير",ب
يتناوط,يحاول الوصول الى شي بعيد عن مكان جلوسه بدون اي يقوم ليجلبه ،،,Central,"المهمة: اختر التفسير الثقافي المناسب لكلمة 'يتناوط'.
السؤال: كيف يمكن فهم مفهوم 'يتناوط' في الثقافة السعودية؟
الخيارات:
أ) هو تعبير عن السعي للحصول على ما هو بعيد بدون جهد
ب) هو معنى الجلوس والاسترخاء
ج) يعني التفاعل الاجتماعي
د) يُشير إلى أخذ القرار",أ
يتنعفق,الشخص اللذي يفضل اسلوب خاص في الأكل بطريقه سلبيه، كاللذي يخرج الطماطم و المخلل من الهامبرغر، و كاللذي يخرج بعض محتويات اكلةٍ معينه بمجرد أنه لا يستسيغ بعض مكوناتها.,Central,"المهمة: فكر في السياق الثقافي لكلمة 'يتنعفق'.
السؤال: ما الذي يمكن أن يدل عليه استخدام كلمة 'يتنعفق' في الثقافة السعودية؟
الخيارات:
أ) انفتاح على تجارب الطعام الجديدة.
ب) تفضيل الأطعمة الشهية دون البحث عن مكوناتها.
ج) تجنب الأطعمة ذات المكونات الغريبة.
د) حب الطعام التقليدي فقط.",ج
يَتَنيوَط,يحاول الوصول إلى شيء موجود في مكان مرتفع.,Western,"المهمة: حدد صحة العبارة الثقافية.
السؤال: كلمة 'يَتَنيوَط' تعكس جوانب من ثقافة البحث عن الطموح في المجتمع السعودي.
الخيارات:
أ) صحيحة
ب) خاطئة",أ
يتوارالي,يتهيأ لي,Western,"المهمة: حدد الفهم الثقافي لكلمة 'يتوارالي'.
السؤال: كيف تعكس كلمة 'يتوارالي' الثقافة الحجازية؟
الخيارات:
أ) تعبر عن الحذر
ب) تشير إلى الانتظار
ج) تعكس الانفتاح
د) تعبر عن التحضير النفسي
الإجابة الصحيحة:",
يجنن,يقال عندما ترى شيئا تحبه,Southern,"المهمة: فسر الاستخدام الثقافي للكلمة 'يجنن'.
السؤال: ما المعنى الثقافي لكلمة 'يجنن' في اللهجة الحجازية؟
الخيارات:
أ) تعبير عن الاستياء
ب) تعبير عن الإعجاب
ج) تعبير عن الحزن
د) تعبير عن التعب",ب
يجي,"كلمة تقال عند الموافقه على شي ،، او الاعجاب بفكرة .وتستخدم ايضا بمعني هل يصح ""مايجي""",Western,"المهمة: حدد الاستخدام الثقافي لكلمة 'يجي'.
السؤال: 'يجي' تُستخدم في الثقافة السعودية بمعنى:
الخيارات:
أ) استهجان
ب) موافقة أو إعجاب
ج) شكوى
د) إلغاء",ب
يجي والله,يعني أن يكون الشيء جيدًا، وغالبًا تستخدم عند الاقتراحات.,General,"المهمة: فكر في الاستخدام الثقافي للعبارة.
السؤال: متى يتم استخدام عبارة 'يجي والله' في الثقافة السعودية؟
الخيارات:
أ) عند تقديم اقتراح ممكن
ب) عند الرفض
ج) عند الاعتراض
د) عند التعبير عن الحزن",أ
يَحتَري,ينتظر.,Central,"المهمة: تفسير معنى الكلمة في السياق الثقافي.
السؤال: ما الذي تعبر عنه كلمة 'يَحتَري' في الثقافة السعودية؟
الخيارات:
أ) المعنى مرتبط بالصبر والانتظار.
ب) المعنى يدل على السرعة.
ج) يعني الذهاب للحج.
د) يعني تناول الطعام.",أ
يِحُورِف,يحورف بالشيء يعبث به وعادة يكون شيء مركب تركيبا ولها أصل في العربية الفصيحة إذ أن التحريف هو التغيير,Southern,"المهمة: قم بتفسير الكلمة من وجهة نظر ثقافية.
السؤال: لماذا تعتبر كلمة 'يِحُورِف' ذات أهمية في الثقافة السعودية؟
الخيارات:
أ) لأنها تدل على التلاعب والتغيير في الأمور.
ب) لأنها تعبر عن الصداقة والمحبة.
ج) لأنها تشير لتعزيز التعليم.
د) لأنها تتعلق بالأغاني.",أ
يحوف,الاهتمام بالشيء ، احتواءه ، البقاء بجواره,Central,"المهمة: افهم مغزى استخدام الكلمة في المجتمع السعودي.
السؤال: ما هو السبب الذي يجعلك تتوقع أن يتم استخدام كلمة 'يحوف' في اللهجة السعودية؟
الخيارات:
أ) لأنها كلمة حديثة
ب) لأنها تعكس القيم الاجتماعية للترابط
ج) لأنها كلمة معقدة
د) لأنها تعني الهرب",ب
يختتس,يا اختاه,Western,"المهمة: اشرح المعنى الثقافي لكلمة 'يختتس'.
السؤال: ماذا تعبر كلمة 'يختتس' عن العلاقات الثقافية في المجتمع السعودي؟
الخيارات:
أ) تعكس الاحترام بين الأصدقاء
ب) تشير إلى التنافس
ج) تعبر عن عدم الاهتمام
د) تعني الصداقة الضيقة",أ
يخثرد,يتكلم بكثرة كلاما غير مفهوم,Southern,"المهمة: اختر التفسير الثقافي المناسب لكلمة 'يخثرد'.
السؤال: ما تعكس كلمة 'يخثرد' عن أسلوب المحادثة في الثقافة الحجازية؟
الخيارات:
أ) التواصل الفعال والقصير
ب) التحدث المدني والواضح
ج) الحديث الطويل والكثير بدون تركيز
د) التعبير الشعري العميق",ج
يخرفن,يِخَرْفِن ، خَرْفَنَه ، خَرْفَنْتُه ، مِتْخَرْفِن ، خَرُوف الخرفنه هي عملية احتيال على شخص ما باستخدام فخ التشبيق ، وغالبا ما تقال لاي شخص يخسر المال بسبب هذا الفخ. ويُطلق لقب الخروف على الضحية واحيانا يُطلق لقب الذيب على المُحتال.,General,"المهمة: أوجد الخيار الذي يفسر الثقافات المرتبطة بكلمة 'يخرفن'.
السؤال: ما الذي يدل على استخدام كلمة 'يخرفن' في الثقافة السعودية؟
الخيارات:
أ) تدل على الصداقات الجديدة
ب) تشير إلى الاحتيال والخداع
ج) ترتبط بالنجاح في العمل
د) تعبر عن المحبة والمودة",ب
يخلي,خَلَّك ، يِخَلِّي ، خَلِّي ، خَلِّيهَا ،خَلِّينَا ، خَلِّينَاهَا ، مِخَلِّينَهَا ، خَلُّوه ، خَلْ بمعنى : يترك ، او يجعل .,Southern,"المهمة: اشرح دلالة كلمة 'يخلي' في الثقافة السعودية.
السؤال: ما الذي تعبر عنه كلمة 'يخلي' في اللهجة السعودية؟
الخيارات:
أ) تعبر عن قدرات ترك الأشياء
ب) تشير إلى أهمية العلاقات الاجتماعية
ج) تعني بأن المرء لا يبالي
د) تشير إلى الوداع",ب
يُدَبِّجْ,الضرب المستمر الغير منتظم لشخص آخر,Western,"المهمة: فسر المعنى الثقافي للكلمة 'يُدَبِّجْ'.
السؤال: ما هو المعنى الثقافي والإجتماعي لكلمة 'يُدَبِّجْ' في اللهجة السعودية؟
الخيارات:
أ) يدل على النزاعات والتوترات بين الأفراد
ب) يعبّر عن الصداقة والود
ج) يرتبط بالاحتفالات والمناسبات
د) يعبر عن المساعدة والعطاء",أ
يدربيها ، يدربي دميجته,يدربي بمعنى يدحرج اما دميجته كناية عن الرأس وهي بمعنى ان فلان لا يقوم باي عمل صائب او اتخاذ موقف صحيح او عقلاني لغباءه او خفة عقله,Central,"المهمة: حدد التفسير الثقافي لعبارة 'يدربي دميجته'.
السؤال: ماذا تعبر عبارة 'يدربي دميجته' عن عقلية الشخص؟
الخيارات:
أ) الذكاء والتفكير السليم
ب) الغباء وخفة العقل
ج) الطموح
د) الجد والاجتهاد",ب
يدمشق,"كلمة من أهل شمال السعودية بمعنى: ""ينجز عمله بدون اتقان""",Central,"المهمة: فسر العبارة التالية.
السؤال: ما الذي تشير إليه كلمة 'يدمشق' في الثقافة السعودية؟
الخيارات:
أ) العمل بسرعة بدون جودة
ب) الإنجاز المميز
ج) التأخير في العمل
د) التميز والابداع",أ
يرشف,يعني يشرب كمية قليلة,Western,"المهمة: حدد ما تعكسه كلمة 'يرشف' ثقافياً.
السؤال: ماذا تعكس كلمة 'يرشف' عن عادات الشرب في الثقافة السعودية؟
الخيارات:
أ) تفضل الشرب بكميات كبيرة
ب) تعتبر الشرب ببطء عادة اجتماعية
ج) يشير إلى الشرب في المناسبات الرسمية
د) لا تعبّر عن أي تقليد ثقافي",ب
يرمة,كلمة جنوبية تعني (مزرعة),Western,"المهمة: اشرح علاقة كلمة 'يرمة' بالثقافة الحجازية.
السؤال: ما هو الدور الذي تلعبه كلمة 'يرمة' في الثقافة الحجازية؟
الخيارات:
أ) تبرز أهمية الزراعة
ب) تشير إلى التجارة
ج) تعبر عن العائلة
د) تصف الفنون",أ
يزبد-زبدت-تزبيد,كلمه تقاال للشخص الذي يقوول الصراحه بشكل قوي. عندما تنطق هاكذا.زَبَدَ او ازْبدْ ((على وزن افعل)) او تقال للشخص الذي يفشل شخص اخر.((على بلاطه يكسحه)) زَبّدْ أو زْبَدّتْ,Southern,"المهمة: فسر العبارة التالية.
السؤال: ما الذي تعنيه كلمة 'يزبد' في الثقافة السعودية؟
الخيارات:
أ) علامة على الصراحة والقوة في الكلام
ب) انعدام الأدب
ج) أسلوب في التعليم
د) ترحيب بين الأصدقاء",أ
يزغت,كلمه تستخدم للتعبير عن مدى جمال الشيء,Central,"المهمة: حدد كيف تعكس كلمة 'يزغت' ثقافة المنطقة.
السؤال: لماذا تعكس كلمة 'يزغت' جمال الشيء في اللهجة النجدية؟
الخيارات:
أ) لأنها تأتي من الشعراء القدماء
ب) لأنها تشير إلى التفاخر والمظاهر
ج) لأنها تعبر عن الذوق الرفيع
د) لأنها تستخدم فقط في الحكايات الشعبية",أ
يزقر,يدخن أو يشرب السيجارة,Southern,"المهمة: صف المعنى الثقافي لاستخدام كلمة 'يزقر'.
السؤال: لماذا يعتبر 'يزقر' مصطلحًا شائعًا في الثقافة السعودية؟
الخيارات:
أ) لأنه مرتبط بالأسواق الشعبية.
ب) لأنه يعبر عن عادة التدخين.
ج) لأنه يستخدم في التعليم.
د) لأنه يرمز للتقاليد القديمة.",ب
يسبسب,يسب - يشتم - كثير السب والشتم,General,"المهمة: تفسير العلاقة الثقافية لكلمة 'يسبسب'.
السؤال: لماذا تعتبر كلمة 'يسبسب' شائعة في الثقافة السعودية؟
الخيارات:
أ) لأنها تعبر عن أسلوب شعبي للتواصل.
ب) لأنها تعني الغضب فقط.
ج) لأنها تشير إلى الفرح.
د) لأنها تتعلق بالتراث الثقافي.",أ
يسد,"- فعل بمعنى ""يكفي"". - يسد = يكفي =يسد (يكفي) الحاجة. - تستعمل في اللهجة النجدية وخاصة القصيمية.",Western,"المهمة: عبر عن الفهم الثقافي لكلمة 'يسد'.
السؤال: ما هو الأثر الثقافي لكلمة 'يسد' في اللهجة النجدية؟
الخيارات:
أ) يعبر عن الاستغناء
ب) يستخدم في القرى فقط
ج) يُشير إلى الغنى
د) يشير إلى التوافق",أ
يسعبل,يخرج اللعاب من فمه,Western,"المهمة: فسر دلالة كلمة 'يسعبل' في الثقافة السعودية.
السؤال: كيف تعكس كلمة 'يسعبل' طبيعة الحياة اليومية في السعودية؟
الخيارات:
أ) توضح ارتباط الشخصيات بالأكلات
ب) تعبر عن المرح أثناء النقاشات
ج) تصف عادات الصيد التقليدية
د) غير متاح",أ
يطامر,يقفز من مكان لآخر، و ككلمة يقال مطامر.,General,"المهمة: فسر معنى استخدام الكلمة في السياق الثقافي.
السؤال: لماذا تُستخدم كلمة 'يطامر' لوصف حركة الأولاد؟
الخيارات:
أ) لأنها تعكس النشاط والحيوية
ب) لأنها كلمة أجنبية
ج) لأنها تعني الجلوس
د) لأنها تستخدم فقط في العبث",أ
يظرَم,يشح او يطمع بالشيء لنفسه,Central,"المهمة: حدد الرابط الثقافي للكلمة 'يظهرم'.
السؤال: ما المعنى الثقافي لكلمة 'يظهرم' في المجتمع السعودي؟
الخيارات:
أ) يدل على الطموح والنجاح
ب) يدل على الأنانية
ج) يدل على الكرم
د) يدل على التعاون",ب
يظلي,يبقى,Western,"المهمة: فكر في الثقافة المحلية.
السؤال: ماذا تعني كلمة 'يظلي' في السياق الثقافي السعودي؟
الخيارات:
أ) تعني البقاء في مكان واحد.
ب) تشير إلى اللعب في الشمس.
ج) تعني تناول الطعام.
د) لا شيء مما سبق.",أ
يعرمش,ينهس او ياكل الشي باسنانه بشراهة,Southern,"المهمة: افسر كيف يعكس مصطلح 'يعرمش' جوانب من الثقافة الغذائية في السعودية.
السؤال: ماذا تعني لك كلمة 'يعرمش' فيما يتعلق بالعادات الغذائية في السعودية؟
الخيارات:
أ) تعكس كيفية استمتاع الناس بالطعام.
ب) تعني تناول الطعام ببطء.
ج) تشير إلى الوجبات الخفيفة فقط.
د) تستخدم لوصف العزائم.",أ
يفصد,مفصود ، فاصد ، فصد الفصد هو عملية تغير درجة حرارة السائل الى درجة معتدلة ويجعله فاتر، وهي ايضا عندما يضع الشخص الماء الحار على البارد او العكس لكي يجعل الماء معتدلاً,General,"المهمة: فسر العبارة في السياق الثقافي السعودي.
السؤال: ما الذي تعكسه كلمة 'يفصد' في الثقافة السعودية؟
الخيارات:
أ) الاهتمام بالطقس المعتدل.
ب) الاعتماد على التقنية الحديثة.
ج) التخزين الجيد للماء.
د) عدم الاهتمام بالصحة.",أ
يقدمي,كلمة تطلق على الشيء القديم حين رؤيته في الوقت الحاضر,Southern,"المهمة: فسر لماذا تُستخدم كلمة 'يقدمي' في اللهجة الحجازية.
السؤال: ما هو السبب وراء استخدام كلمة 'يقدمي' في اللهجة الحجازية؟
الخيارات:
أ) لأنها تعبر عن الفخر بالماضي
ب) لأنها تدل على الكره للقديم
ج) لأنها تشير إلى الصداقة
د) لأنها تعني التحضر",أ
يقلبوش,"يقلبوش "" بمعنى يحبيبي أو يا عشيقي",Western,"المهمة: حدد ما تعكسه كلمة 'يقلبوش' في الثقافة السعودية.
السؤال: ماذا تعكس كلمة 'يقلبوش' عن العلاقات في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الصداقة
ب) تعبر عن العلاقات الرومانسية
ج) تعبر عن العائلة
د) تعبر عن الزمالة في العمل",ب
يقلقس,قَلْقَسَه ، يِقَلْقِس ، قَلْقَس ، مِقَلْقِس تطلق على الكلب عندما يهز ذيلة وهو يتبعك طامعًا بشيء معك. وتطلق على المصلحجي الذي يقوم بعملية تمصلح واسترضاء.,General,"المهمة: اختر التفسير الثقافي لكلمة 'يقلقس'.
السؤال: ما الذي تشير إليه كلمة 'يقلقس' في الثقافة السعودية؟
الخيارات:
أ) تدل على الحماية
ب) تدل على الكرم
ج) تشير إلى شخص مصلحجي يتملق
د) تدل على الفرح",ج
يكلك,يِكَلِّكْ : يكذب,Central,"المهمة: فسر العبارة ثقافياً.
السؤال: ما هي الأهمية الاجتماعية لكلمة 'يكلك' في اللهجة النجدية؟
الخيارات:
أ) تعبير عن الثقة
ب) دلالة على الصدق
ج) تعبير عن عدم الأمانة
د) تعبير عن الفرح",ج
يَكْمَخْ,يَكْمَخْ بمعنى يضرب وتستعمل في بعض الاحيان بمعنى يضرب على الرأس . وايضآ هنآك كلمه للتشديد أو التكبير وهي تَكْمِييخْ نفس المعنى.,Southern,"المهمة: اشرح ما يعكس استخدام كلمة 'يَكْمَخْ' في الثقافة المحلية.
السؤال: ماذا تعكس كلمة 'يَكْمَخْ' عن ثقافة نجد؟
الخيارات:
أ) تعبر عن الفرح والاحتفال.
ب) تعبر عن القوة والشجاعة.
ج) تعبر عن العنف والتوتر.
د) تعبر عن الهدوء والسلام.",ج
يَلهطْ,أي يأخذ بجشع وكمية كبيرة وليس كالأخذ العادي.,Central,"المهمة: وضح ماذا تعني كلمة 'يَلهطْ' في الثقافة السعودية.
السؤال: كيف تُفهم كلمة 'يَلهطْ' في السياق السعودي؟
الخيارات:
أ) تعني أخذ الأشياء بشكل غير مخطط.
ب) تعني تناول الطعام بشكل معتدل.
ج) تعني أخذ الأشياء بكميات كبيرة وبجشع.
د) تعني شراء المنتجات بأسعار مرتفعة.",ج
يلوبد,ردة فعل للشخص عندما يرتكب جرما ما فيحاول أخفاءة باللجوء لمباراة الساس والتلصص في الزوايا والربع وهو مايعرف باللوبدة يقال للمرأة تلوبد وللرجل يلوبد,Central,"المهمة: اختر التفسير الصحيح لكلمة 'يلوبد' في السياق الثقافي السعودي.
السؤال: ما هو التفسير الثقافي لكلمة 'يلوبد'؟
الخيارات:
أ) ينتمي إلى الشباب فقط
ب) يعبر عن مشاعر الأنانية
ج) يتعلق بردود الفعل السلبية في المجتمعات
د) يصف تفاعل الأفراد مع البيئة الاجتماعية",ج
يليحي,التعجب والانبهار زي لما تقول على شيء انه رهيب ولا اسطوري,Southern,"المهمة: فسر المعنى الثقافي لكلمة 'يليحي'.
السؤال: كيف تعبر كلمة 'يليحي' عن الثقافة الحجازية؟
الخيارات:
أ) تعبر عن الاستحسان والدهشة
ب) تعبر عن الفخر بالتراث
ج) تعبر عن القلق
د) تعبر عن الكسل",أ
يمديني,يمديني باللهجة السعودية تعني في الفصحى يمكنني,General,"المهمة: اشرح الثقافة الخلفية لكلمة 'يمديني'.
السؤال: كيف تعكس كلمة 'يمديني' التوجه الإيجابي في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الاستسلام.
ب) تشير إلى القدرة والإيجابية.
ج) تعني عدم الاهتمام.
د) تعكس اللامبالاة.",ب
يمَضّيّه,عند اهل الشمال يقولون مضّاها يعني استطاع ان يشيلها,Northern,"المهمة: فكر في المعنى الثقافي للكلمة.
السؤال: ما هو التفسير الثقافي لكلمة 'يمَضّيّه' في اللهجة النجدية؟
الخيارات:
أ) تعبر عن القدرة على التحمل
ب) تعني الاسترخاء
ج) تشير إلى المسابقة
د) تستخدم في أوقات العزلة",أ
يَنُبُّ,كلمة أَنُبُّ أو يَنُبُّ في لغة أهل الجوف في شمال غرب الجزيره أَنُبُّ : ومعناها أشرُطُ ، أو أضع شروطي عليه ، ويَنُبُّ عليه : معناها يشترط عليه .,Northern,"المهمة: اشرح مفهوم الشرط في الثقافة السعودية.
السؤال: ما هو معنى كلمة 'يَنُبُّ' بالنسبة للشرط في الثقافة السعودية؟
الخيارات:
أ) يُحتّم على الآخر الالتزام بشروط معينة
ب) يُظهر عدم الاحترام للآخرين
ج) يعبر عن الموافقة التامة
د) يعني الحياد في الأمور",أ
ينصاك,يتجه إليك ، أو يقبل عليك ، يقصدك ’ يريدك,Western,"المهمة: اجب عن السؤال التالي.
السؤال: ما المعنى الثقافي لكلمة 'ينصاك' في اللهجة السعودية؟
الخيارات:
أ) تعبير عن الانجذاب إلى شخص
ب) تعبير عن الاستنكار
ج) تعبير عن السخرية
د) تعبير عن الغضب",أ
ينطف,ينزف,Southern,"المهمة: فهم السياق الثقافي للكلمة.
السؤال: ما المعنى الثقافي لكلمة 'ينطف' في اللهجة الحجازية؟
الخيارات:
أ) تعبير عن الأذى
ب) تعبير عن السعادة
ج) تعبير عن الكرم
د) تعبير عن الحزن",أ
يننته,اين انت وهي كلمه من اصل حميري تستخدم في قبائل فيفاء,Western,"المهمة: حدد التفسير الثقافي لكلمة 'يننته'.
السؤال: ما هو العنصر الثقافي المرتبط بكلمة 'يننته'؟
الخيارات:
أ) هو نطق يخص القبائل الجنوبية.
ب) هو مصطلح نستعمله في الرياض.
ج) هو اسم نبات يستخدم في الطب.
د) هو اسم لأحد الأكلات الشعبية.",أ
ينود,وهو مصطلح يقال للشخص اللذي غلب عليه النعاس وبدأت تيناه تغمض. وعادة مايصيب الشخص وهو جالس حيث أن رأسه يبدأ بالارتخاء استعداداً للنوم,Western,"المهمة: مناقشة الخلفية الثقافية للكلمة.
السؤال: ما هي دلالة كلمة 'ينود' في الثقافة السعودية؟
الخيارات:
أ) تشير إلى الانشغال
ب) تدل على الراحة والاسترخاء
ج) تعبر عن النشاط والحيوية
د) تشير إلى القلق والتوتر",ب
يَهْ,الاندهاش من فعل شيئ,General,"المهمة: فهم التفسير الثقافي لكلمة 'يه'.
السؤال: ما هو التفسير الثقافي لاستخدام كلمة 'يه' في اللهجة السعودية؟
الخيارات:
أ) يعتبر تعبيراً عن الاندهاش
ب) يستخدم عند الغضب
ج) يعبر عن الفرح
د) كلمة صعبة الفهم",أ
يهبد,يدلي برأيه بدون تثبت,Western,"المهمة: اشرح المعنى الثقافي لكلمة 'يهبد'.
السؤال: ما الذي تعكسه كلمة 'يهبد' عن الثقافة الحجازية؟
الخيارات:
أ) تؤكد أهمية التفكير الدقيق
ب) تشير إلى التسرع في الحكم
ج) تدل على احترام الآراء المختلفة
د) تبرز قيمة الصمت",ب
يهج,يهرب من الهروب الذهاب بعيداً,Southern,"المهمة: فسر المصطلح 'يهج' في ثقافة معينة.
السؤال: ما هو السياق الثقافي لكلمة 'يهج' في اللهجة السعودية؟
الخيارات:
أ) تعني الهدوء
ب) تعني الفرار في حالات الخطر
ج) تعني الصمود أمام التحديات
د) تعني السعادة",ب
يهوجس,يسرح بفكره,Western,"المهمة: حدد ما إذا كان التعبير مناسبًا في الثقافة السعودية.
السؤال: هل تعبر كلمة 'يهوجس' عن حالة تفكير في اللهجة السعودية؟
الخيارات:
أ) نعم
ب) لا",أ
يهوش,هو مصطلح نجدي يتجذر من كلمة هوش ويعني الكلام بالصوت العالي,Central,"المهمة: اشرح المعنى الثقافي للكلمة 'يهوش'.
السؤال: ما الذي تعكسه كلمة 'يهوش' عن الثقافة النجدية؟
الخيارات:
أ) تمنح أهمية للهدوء
ب) تشير إلى التواصل الاجتماعي القوي
ج) تدل على الحوار الهادئ
د) تعكس التقاليد الثقافية للمجتمع السعودي",ب
يواد,كلمة حجازية تعني ولد وغالبا يقولها كبار السن وتقال بطرق عديده ولكن غالبا تقال في حالة تعكر المزاج,Western,"المهمة: فسّر دلالة كلمة 'يواد' في المجتمع السعودي.
السؤال: كيف تُعبر كلمة 'يواد' عن الثقافة الحجازية؟
الخيارات:
أ) تعكس احترام الكبير.
ب) تعكس القيم العائلية.
ج) تعكس الفخر بالعائلة.
د) تعكس الحزن.",ب
يورييه,"عندما تكون في مأزق او تستغرب من شيىء فتقول "" يورييه "" بمعنى الإستغراب من الشيىء وتستخدم عند بعض قرى القويعية",Western,"المهمة: حدد الجملة التي تبرز الفهم الثقافي لاستخدام 'يورييه'.
السؤال: 'يورييه' تعكس ثقافة أي منطقة في السعودية؟
الخيارات:
أ) حجازية
ب) نجدية
ج) شرقاوية
د) جنوبيه",ب
يوّي,كلمة جامدة ليس لها اشتقاق ، تستخدم في اكثر من موضع تارةً للتعجب و اخرى للسخرية والاستهزاء .,Central,"المهمة: فسر كورونا ارتباط كلمة 'يوّي' بالثقافة السعودية.
السؤال: لماذا تعتبر كلمة 'يوّي' جزءاً من الثقافة واللهجة السعودية؟
الخيارات:
أ) لأنها تعبر عن الفخر
ب) لأنها تستخدم في التعجب والسخرية
ج) لأنها كلمة عصرية
د) لأنها كلمة تقال في المناسبات الرسمية",ب
ييت,كلمه قطيفيه تعني ( جيت ) او وصلت بالفصحى,Eastern,"المهمة: فسر معنى كلمة 'ييت' في السياق الثقافي.
السؤال: ما الذي يرمز له استخدام كلمة 'ييت' في اللهجة السعودية؟
الخيارات:
أ) تعبير عن الوصول
ب) تعبير عن الفراق
ج) تعبير عن السفر
د) تعبير عن التخطيط",أ
ييزي,(ييزي) تعني يكفي . وتستخدم بنفس استخداماتها . وتقال أحياناً اذا طفح الكيل ولم يعد الشخص يحتمل ضغوط أكثر من الآخرين .,Central,"المهمة: اشرح كيف تعكس كلمة 'ييزي' جزءًا من الثقافة السعودية.
السؤال: ما الذي يدل عليه استخدام كلمة 'ييزي' في اللهجة السعودية في سياق العلاقات الاجتماعية؟
الخيارات:
أ) التعبير عن الراحة
ب) التعبير عن الضغط
ج) التعبير عن الوفرة
د) التعبير عن الصعوبات",ب
آفا,ممكن اعرف معنى هذه الكلمة؟ هذا ليس تعريف ولكن اريد معرفة المعنى,General,"المهمة: اشرح لماذا تُستخدم كلمة 'آفا' بشكل خاص في الثقافة السعودية.
السؤال: ما هي أهمية كلمة 'آفا' في الثقافة اليومية للسعوديين؟
الخيارات:
أ) تعبر عن الخصوصية والترابط
ب) لا تعني شيئًا خاصًا
ج) تستخدم في الحديث الرسمي
د) تشير إلى الأشياء القديمة",أ
آملط,يقال للشخص العاري انه املط يقال للشخص الذي لا شنب ولا لحية له بأن وجهه املط او املط الوجه.,Western,"المهمة: اشرح ما تعنيه كلمة 'آملط' في الثقافة السعودية.
السؤال: كيف يفسر كلمة 'آملط' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن القلق
ب) تعبر عن الخجل
ج) تعبر عن العذرية
د) تعبر عن عدم وجود لحية أو شنب",د
آندر,انزل,Western,"### نوع السؤال: التعريف الثقافي
- المهمة: اختر الجواب الذي يوضح المعنى الثقافي لكلمة ""آندر"".
- السؤال: ماذا تعني كلمة ""آندر"" في السياق الثقافي لللهجة الحجازية؟
- الخيارات:
 A) دعوة للقدوم 
 B) تعليمات للجلوس 
 C) تعبير عن الاستقبال 
 D) طريقة للاحتفال 
-",A
أبسل,بَسْلَت ، يِبْسل ، باسلة ، تباسل بمعنى كثر/طال تواجده حتى قلت اهميته,General,"المهمة: فسر معنى وارتباط الكلمة مع الثقافة السعودية.
السؤال: كيف يمكن تفسير استخدام كلمة 'أبسل' في الثقافة السعودية؟
الخيارات:
أ) تعكس قيمة التواجد الطويل
ب) تشير إلى قلة الأهمية
ج) تعبر عن الانانية
د) تستخدم في المدح",أ
أبله,كلمة متداولة في بعض مناطق المملكة العربية السعودية تعني: المُعلمة أو المُدرِّسة في مدارس الفتيات (الإبتدائية والمتوسطة والثانوية) ف الأبلة هي ال Teacher المُعلمة,General,"المهمة: فسر العبارة التالية.
السؤال: ما الدلالة الثقافية لكلمة 'أبله' في المجتمع السعودي؟
الخيارات:
أ) يرمز للمعلمة ويعبر عن الاحترام
ب) يدل على العداوة
ج) يعني المتعالي عن الآخرين
د) يصف الكسل",أ
الخوصة,السكين و تستخدم في قبيلة عتيبه و مطير وبعض المدن في المنطقة الوسطى,Central,المهمة: حدد التفسير الثقافي لكلمة 'الخوصة'.السؤال: ما هي الدلالة الثقافية لكلمة 'الخوصة' في المجتمع السعودي؟الخيارات:أ) تدل على الصيدب) تشير إلى الأدوات المنزلية المستخدمة في الطهيج) تعبر عن القوة والشجاعةد) تدل على الرفاهية,ب
أبو ريحة,صفة تطلق على الشخص الذي تنبعث منه رائحة كريهة نظراً لعدم استحمامه لفترة طويلة نسبياً,Western,"المهمة: ما الذي تعبر عنه كلمة 'أبو ريحة' في الثقافة السعودية؟
السؤال: أي مما يلي يصف كيف تُستخدم كلمة 'أبو ريحة' في الثقافة؟
الخيارات:
أ) للإشارة إلى شخص نظيف
ب) للإشارة إلى شخص مهمل في نظافته
ج) للإشارة إلى شخص يشتهر برائحة العطور
د) للإشارة إلى شخص يحب الاستحمام",ب
أبو كلبي,أبو كلبي يعني سيء,General,"المهمة: اشرح ما تعنيه 'أبو كلبي' في الثقافة السعودية.
السؤال: ماذا تعبر 'أبو كلبي' عن الواقع السعودي؟
الخيارات:
أ) تعبير عن الإيجابية
ب) تعبير عن الشيء السيء
ج) تعبير عن الشجاعة
د) تعبير عن الجمال",ب
أتخالص,أتخالص: يعني اخلص او استعجل,Western,"المهمة: فسر لماذا تعتبر كلمة 'أتخالص' منتشرة في اللهجة الحجازية.
السؤال: ما هو السبب وراء استخدام كلمة 'أتخالص' في الثقافة الحجازية؟
الخيارات:
أ) لأنها تعبر عن السرعة
ب) لأنها تدل على الاسترخاء
ج) لأنها تستخدم في الدعوات
د) لأنها تعبر عن الحزن",أ
