Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
يسعبل,يخرج اللعاب من فمه,Western,"المهمة: حدد المنطقة الأكثر استخدامًا لكلمة 'يسعبل'.
السؤال: أين يُستخدم المصطلح 'يسعبل' بشكل أكثر شيوعاً؟
الخيارات:
أ) نجد
ب) مكة
ج) الرياض
د) جدة",أ
يطامر,يقفز من مكان لآخر، و ككلمة يقال مطامر.,General,"المهمة: حدد الدولة التي تستخدم المصطلح 'يطامر' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'يطامر' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) الإمارات
د) العراق",أ
يظرَم,يشح او يطمع بالشيء لنفسه,Central,"المهمة: حدد الموقع الجغرافي الذي يرتبط به استخدام الكلمة 'يظهرم'.
السؤال: في أي منطقة من المملكة يستخدم المصطلح 'يظهرم' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) حائل",أ
يظلي,يبقى,Western,"المهمة: حدد المنطقة التي يرتبط بها المصطلح 'يظلي'.
السؤال: أين تُستخدم كلمة 'يظلي' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الدمام
ج) جدة
د) المدينة المنورة",أ
يعرمش,ينهس او ياكل الشي باسنانه بشراهة,Southern,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام كلمة 'يعرمش'.
السؤال: أين يُستخدم المصطلح 'يعرمش' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
يفصد,مفصود ، فاصد ، فصد الفصد هو عملية تغير درجة حرارة السائل الى درجة معتدلة ويجعله فاتر، وهي ايضا عندما يضع الشخص الماء الحار على البارد او العكس لكي يجعل الماء معتدلاً,General,"المهمة: حدد الدولة التي يُستخدم فيها المصطلح 'يفصد' بشكل رئيسي.
السؤال: ما هي الدولة التي تُستخدم فيها كلمة 'يفصد'؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
يقدمي,كلمة تطلق على الشيء القديم حين رؤيته في الوقت الحاضر,Southern,"المهمة: حدد المدينة التي تُستخدم فيها 'يقدمي' بشكل شائع.
السؤال: في أي مدينة سعودية يُستخدم مصطلح 'يقدمي' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
يقلبوش,"يقلبوش "" بمعنى يحبيبي أو يا عشيقي",Western,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'يقلبوش' بشكل شائع.
السؤال: في أي منطقة تُستخدم كلمة 'يقلبوش' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الأحساء
د) مكة المكرمة",أ
يقلقس,قَلْقَسَه ، يِقَلْقِس ، قَلْقَس ، مِقَلْقِس تطلق على الكلب عندما يهز ذيلة وهو يتبعك طامعًا بشيء معك. وتطلق على المصلحجي الذي يقوم بعملية تمصلح واسترضاء.,General,"المهمة: حدد الدولة التي تُستخدم فيها كلمة 'يقلقس' بشكل رئيسي.
السؤال: في أي دولة يشتهر استخدام كلمة 'يقلقس'؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
يكلك,يِكَلِّكْ : يكذب,Central,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'يكلك'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'يكلك' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
يَكْمَخْ,يَكْمَخْ بمعنى يضرب وتستعمل في بعض الاحيان بمعنى يضرب على الرأس . وايضآ هنآك كلمه للتشديد أو التكبير وهي تَكْمِييخْ نفس المعنى.,Southern,"المهمة: حدد المنطقة التي يُستخدم فيها مصطلح 'يَكْمَخْ' بشكل أكبر.
السؤال: في أي مدينة سعودية يُستخدم مصطلح 'يَكْمَخْ' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
يَلهطْ,أي يأخذ بجشع وكمية كبيرة وليس كالأخذ العادي.,Central,"المهمة: حدد المكان أو المنطقة التي تُستخدم فيها كلمة 'يَلهطْ' بشكل أساسي.
السؤال: أين يُستخدم المصطلح 'يَلهطْ' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
يلوبد,ردة فعل للشخص عندما يرتكب جرما ما فيحاول أخفاءة باللجوء لمباراة الساس والتلصص في الزوايا والربع وهو مايعرف باللوبدة يقال للمرأة تلوبد وللرجل يلوبد,Central,"المهمة: حدد المنطقة التي يرتبط بها الاستخدام الأكثر شيوعاً لكلمة 'يلوبد'.
السؤال: أين يُستخدم المصطلح 'يلوبد' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمام",أ
يليحي,التعجب والانبهار زي لما تقول على شيء انه رهيب ولا اسطوري,Southern,"المهمة: حدد المدينة التي تستخدم فيها كلمة 'يليحي'.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'يليحي' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
يمديني,يمديني باللهجة السعودية تعني في الفصحى يمكنني,General,"المهمة: حدد الدولة التي تستخدم كلمة 'يمديني' بشكل رئيسي.
السؤال: في أي دولة تُستخدم كلمة 'يمديني' بشكل شائع؟
الخيارات:
أ) الإمارات
ب) المملكة العربية السعودية
ج) البحرين
د) عمان",ب
يمَضّيّه,عند اهل الشمال يقولون مضّاها يعني استطاع ان يشيلها,Northern,"المهمة: حدد المكان الذي يتم استخدام كلمة 'يمَضّيّه' بشكل متكرر.
السؤال: في أي منطقة بالمملكة العربية السعودية تُستخدم كلمة 'يمَضّيّه' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",د
يَنُبُّ,كلمة أَنُبُّ أو يَنُبُّ في لغة أهل الجوف في شمال غرب الجزيره أَنُبُّ : ومعناها أشرُطُ ، أو أضع شروطي عليه ، ويَنُبُّ عليه : معناها يشترط عليه .,Northern,"المهمة: حدد المنطقة التي تُعتبر الكلمة 'يَنُبُّ' خاصة بها.
السؤال: في أي منطقة سعوديّة يستخدم المصطلح 'يَنُبُّ' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الجوف
ج) مكة
د) المدينة المنورة",ب
ينصاك,يتجه إليك ، أو يقبل عليك ، يقصدك ’ يريدك,Western,"المهمة: اختر المدينة التي تُستخدم فيها كلمة 'ينصاك' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'ينصاك' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) البحرين
ج) أبوظبي
د) جدة",أ
ينطف,ينزف,Southern,"المهمة: تحديد المكان الأكثر شيوعًا لاستخدام الكلمة.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'ينطف' بشكل أكثر؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) أبها",أ
يننته,اين انت وهي كلمه من اصل حميري تستخدم في قبائل فيفاء,Western,"المهمة: حدد المنطقة التي تُستخدم فيها الكلمة 'يننته' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'يننته' بشكل رئيسي؟
الخيارات:
أ) فيفاء
ب) جدة
ج) مكة
د) الرياض",أ
ينود,وهو مصطلح يقال للشخص اللذي غلب عليه النعاس وبدأت تيناه تغمض. وعادة مايصيب الشخص وهو جالس حيث أن رأسه يبدأ بالارتخاء استعداداً للنوم,Western,"المهمة: تحديد الموقع الجغرافي المرتبط بالمصطلح.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'ينود' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) القصيم",أ
يَهْ,الاندهاش من فعل شيئ,General,"المهمة: حدد الدولة التي يُستخدم فيها المصطلح 'يه' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'يه' بشكل رئيسي?
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
يهبد,يدلي برأيه بدون تثبت,Western,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'يهبد' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'يهبد' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
يهج,يهرب من الهروب الذهاب بعيداً,Southern,"المهمة: حدد المنطقة التي تُستخدم فيها كلمة 'يهج' بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'يهج' أكثر؟
الخيارات:
أ) الرياض
ب) الشرقية
ج) جدة
د) نجرانير متاح",غ
يهوجس,يسرح بفكره,Western,"المهمة: حدد الموقع الذي تُستخدم فيه الكلمة 'يهوجس' بشكل شائع.
السؤال: في أي منطقة سعودية تُعرف كلمة 'يهوجس' بشكل كبير؟
الخيارات:
أ) الرياض
ب) جدة
ج) المدينة المنورة
د) الدمام",أ
يهوش,هو مصطلح نجدي يتجذر من كلمة هوش ويعني الكلام بالصوت العالي,Central,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام كلمة 'يهوش'.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'يهوش' بشكل شائع؟
الخيارات:
أ) أبها
ب) جدة
ج) الدمام
د) نجد",د
يواد,كلمة حجازية تعني ولد وغالبا يقولها كبار السن وتقال بطرق عديده ولكن غالبا تقال في حالة تعكر المزاج,Western,"المهمة: حدد أين يُستخدم المصطلح 'يواد' بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'يواد' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة",ب
يورييه,"عندما تكون في مأزق او تستغرب من شيىء فتقول "" يورييه "" بمعنى الإستغراب من الشيىء وتستخدم عند بعض قرى القويعية",Western,"المهمة: اختر المنطقة السعودية التي يُستخدم فيها المصطلح 'يورييه' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'يورييه'؟
الخيارات:
أ) الرياض
ب) القصيم
ج) القويعية
د) جدة",ج
يوّي,كلمة جامدة ليس لها اشتقاق ، تستخدم في اكثر من موضع تارةً للتعجب و اخرى للسخرية والاستهزاء .,Central,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'يوّي' بشكل رئيسي.
السؤال: في أي منطقة في السعودية يُستخدم المصطلح 'يوّي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) حائل",أ
ييت,كلمه قطيفيه تعني ( جيت ) او وصلت بالفصحى,Eastern,"المهمة: حدد المكان الذي تُستخدم فيه الكلمة 'ييت' بشكل أكبر.
السؤال: أي دولة تستخدم المصطلح 'ييت' بشكل رئيسي؟
الخيارات:
أ) جدة
ب) القطيف
ج) القصيم
د) حائل",ب
ييزي,(ييزي) تعني يكفي . وتستخدم بنفس استخداماتها . وتقال أحياناً اذا طفح الكيل ولم يعد الشخص يحتمل ضغوط أكثر من الآخرين .,Central,"المهمة: حدد المكان الذي يستخدم فيه المصطلح 'ييزي' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'ييزي' بشكل أكثر شيوعًا؟
الخيارات:
أ) جدة
ب) الرياض
ج) القصيم
د) حائل",ب
آفا,ممكن اعرف معنى هذه الكلمة؟ هذا ليس تعريف ولكن اريد معرفة المعنى,General,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
- السؤال: في أي منطقة تُستخدم كلمة ""آفا"" بشكل شائع؟
- الخيارات: 
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
آملط,يقال للشخص العاري انه املط يقال للشخص الذي لا شنب ولا لحية له بأن وجهه املط او املط الوجه.,Western,"المهمة: حدد المنطقة التي يرتبط بها استخدام كلمة 'آملط'.
السؤال: في أي منطقة سعودية تستخدم كلمة 'آملط' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) مكة
ج) الدمام
د) المدينة المنورة",أ
آندر,انزل,Western,"المهمة: حدد المدينة التي يُستخدم فيها المصطلح 'آندر' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'آندر' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
أبسل,بَسْلَت ، يِبْسل ، باسلة ، تباسل بمعنى كثر/طال تواجده حتى قلت اهميته,General,"المهمة: حدد الدولة التي تُستخدم فيها كلمة 'أبسل' بشكل رئيسي.
السؤال: أي دولة تُستخدم فيها المصطلح 'أبسل' بشكل أساسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
أبله,كلمة متداولة في بعض مناطق المملكة العربية السعودية تعني: المُعلمة أو المُدرِّسة في مدارس الفتيات (الإبتدائية والمتوسطة والثانوية) ف الأبلة هي ال Teacher المُعلمة,General,"المهمة: حدد الدولة التي تستخدم فيها كلمة 'أبله' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'أبله' بشكل رئيسي؟
الخيارات:
أ) البحرين
ب) الكويت
ج) المملكة العربية السعودية
د) الإمارات العربية المتحدة",ج
الخوصة,السكين و تستخدم في قبيلة عتيبه و مطير وبعض المدن في المنطقة الوسطى,Central,المهمة: حدد الموقع الجغرافي الرئيسي لاستخدام كلمة 'الخوصة'.السؤال: في أي منطقة من السعودية يستخدم المصطلح 'الخوصة' بشكل شائع؟الخيارات:أ) الطائفب) الرياضج) المدينة المنورةد) حائل,ب
أبو ريحة,صفة تطلق على الشخص الذي تنبعث منه رائحة كريهة نظراً لعدم استحمامه لفترة طويلة نسبياً,Western,"### نوع السؤال: التعرف على الموقع 
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية يستخدم مصطلح ""أبو ريحة"" بشكل شائع؟ 
الخيارات: 
A) المدينة المنورة 
B) الدمام 
C) جدة 
D) الرياض",C
أبو كلبي,أبو كلبي يعني سيء,General,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
- السؤال: في أي دولة تُستخدم عبارة ""أبو كلبي"" بشكل رئيسي؟
- الخيارات:
 A) السعودية 
 B) الكويت 
 C) الإمارات 
 D) البحرين 
-",A
أتخالص,أتخالص: يعني اخلص او استعجل,Western,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الإجابة الصحيحة.
- السؤال: في أي منطقة في السعودية يتم استخدام كلمة ""أتخالص"" بشكل شائع؟
- الخيارات: 
 A) مكة 
 B) الدمام 
 C) المدينة المنورة 
 D) جدة 
-",D
اطَّسِل !,بتشديد الطاء تعني اتصل ويعود ذلك لأن اللهجة الحجازية تعمل على تفخيم حرف التاء إلى أن يصبح نطقه شبيه بحرف الطاء فتتغير الكلمة جذرياً.,Western,"المهمة: حدد المنطقة التي تُستخدم فيها كلمة 'اطَّسِل !' بشكل أكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'اطَّسِل !' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
أذلف,يعني رح او اذهب,General,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية.
- السؤال: في أي بلد تُستخدم كلمة ""أذلف"" بشكل شائع؟
- الخيارات:
 A) السعودية 
 B) الكويت 
 C) الإمارات 
 D) البحرين 
-",A
أرخي,اخفضي ، وطي,Southern,"### نوع السؤال: التعرف على الموقع 
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تستخدم كلمة ""أرخي"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) أبها 
D) الدمام",B
أَرْقِنني,كلمة تستخدم في المنطقة الجنوبية بمعنى ها أنا هنا,Southern,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة.
السؤال: في أي منطقة سعودية تُستخدم كلمة ""أَرْقِنني"" بشكل شائع؟
الخيارات:
A) الرياض 
B) جدة 
C) أبها 
D) الدمام) أبها",C
أزقح,مبسوط او اقفز من الفرحة أو السعادة,Central,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة.
السؤال: في أي منطقة سعودية تُستخدم كلمة ""أزقح"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) حائل",A
أزقل,أزقل من زقل يزقل زقلنلا بمعنى أرمي أو ضع شيئا أو وصل,Southern,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية. 
السؤال: في أي منطقة تُستخدم كلمة ""أزقل"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) أبها.",B
أزهم,فعل بمعنى مناداة لشخص ما للفرد: أزهمو للمؤنث: أزهمها للجمع: أزهمهم,Western,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.
- السؤال: في أي منطقة سعودية تُستخدم كلمة ""أزهم"" بشكل شائع؟
- الخيارات:
 A) الرياض 
 B) جدة 
 C) الدمام 
 D) المدينة المنورة 
-",B
أسري,أسْري : بمعنى انقلع او اغرب عن وجهي و لها عدة تصريفات : أسري - أسريلك - سرّيلك - سَرِّي,Western,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
- السؤال: في أي منطقة تُستخدم كلمة ""أسري"" بشكل شائع؟ 
- الاختيارات: 
 A) الرياض 
 B) جدة 
 C) الدمام 
 D) المدينة المنورة 
-",B
أشا,يعني اريد لكن في اللهجه الجيزانيه أشا,Southern,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الإجابة الصحيحة واحدة فقط دون أي ملاحظات إضافية.
- السؤال: في أي منطقة سعودية تستخدم كلمة ""أشا"" بشكل شائع؟ 
- الخيارات: 
 A) جدة 
 B) الرياض 
 C) جازان 
 D) الدمام 
-",C
أَغَدِيْ,في لهجة القصيم بمعنى أتمنى أو أرجو أو لعلّ أغديه و أغديهم و أغديكم. و تأتي بمعنى الاقتراح في مثل : أغدينا نْرَيِّحْ الليلة و نْسَافِرْ بَاكِرْ ؟!,Southern,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
السؤال: أين يتم استخدام مصطلح ""أغدي"" بشكل شائع؟
الخيارات:
A) الرياض 
B) جدة 
C) القصيم 
D) أبها",C
أقردنه,أَقْنِعُهُ.,Western,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح بشكل أكبر.
السؤال: أين تُستخدم كلمة 'أقردنه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) القصيم",أ
ألِيمْ,صفة مدح تستخدم للتعبير عن الشعور بالإعجاب الشديد بشيء ما.,Central,"### نوع السؤال: التعرف على الموقع
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: في أي منطقة تستخدم كلمة ""ألِيمْ"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) حائل",A
اشبك,اشبك تعني ماذا بك,Western,"المهمة: حدد المنطقة الأكثر استخدامًا لكلمة 'اشبك'.
السؤال: في أي منطقة سعودية يستخدم المصطلح 'اشبك' بشكل رئيسي؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
أمهص,أمهصك = أقرصك مهصتك = قرصتك ومعناها القرص بالأصابع أو القبص بلهجت أهل نجد,Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
السؤال: في أي منطقة يتم استخدام مصطلح ""أمهص"" بشكل شائع؟
الخيارات:
A) الرياض 
B) جدة 
C) الدمام 
D) المدينة المنورة",A
أنطى,أنطى: أعطى. أنطن: أعطني. ينطي: يعطي. تستخدم في منطقة حائل. على الأرجح تعود أصولها للهجة العراقية.,Northern,"### نوع السؤال: التعرف على الموقع
المهمة 
اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية.
السؤال 
أين تُستخدم كلمة ""أنطى"" بشكل شائع؟
الخيارات 
A) الرياض 
B) جدة 
C) حائل 
D) الدمام 
الإجابة الصحيحة 
C) حائل",
أنقلع,إذهب,Southern,"المهمة: حدد المكان الذي هي الأكثر استخداماً فيه كلمة 'انقلع'.
السؤال: في أي مدينة سعودية تُستخدم كلمة 'انقلع' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) نجران",أ
أنود,إذا أتى النعاس للشخص ( أنعس ),Southern,"المهمة: حدد أين يُستخدم المصطلح 'أنود' بشكل رئيسي.
السؤال: أي منطقة في المملكة العربية السعودية تُستخدم فيها كلمة 'أنود' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) مدينة الأمير محمد بن عبدالعزيز",أ
أهب,كلمة لها عدة استخدامات ، وغالبا ما تكون للاندهاش من شخص أو من فعله سواء كان محمودا أو مذموما (تنطق: بفتح الهمزة والهاء وسكون الباء وتشديدها) وتقال أيضا هكذا: يهب ، يهيب (تنطق: بكسر الياء والهاء في الكلمتين),Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة.
السؤال: أين تُستخدم كلمة ""أهب"" بشكل شائع؟
الخيارات:
A) جدة 
B) الرياض 
C) الظهران 
D) الدمام",B
أوشو,بول ، شخان,Southern,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تستخدم كلمة ""أوشو"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) أبها 
D) المدينة المنورة",B
أوهآء,الشخص ثقيل الدم,Western,"المهمة: حدد المنطقة التي تُستخدم فيها كلمة 'أوهآء' بشكل رئيسي.
السؤال: في أي منطقة سعودية يتم استخدام مصطلح 'أوهآء' بشكل شائع؟
الخيارات:
أ) الرياض
ب) مكة
ج) جدة
د) مدين",أ
أوهاء,ثقيل دم أو الغليظ,Central,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
السؤال: في أي منطقة سعودية تستخدم كلمة ""أوهاء"" بشكل أكثر شيوعًا؟
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) حائل",A
أويلاه,كلمة تقال غالبا عند طلب حاجة من شخص أو عند تمني شيئا.,Central,"المهمة: حدد المنطقة التي يرتبط بها استخدام كلمة 'أويلاه'.
السؤال: في أي منطقة من المملكة العربية السعودية تستخدم كلمة 'أويلاه' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) مكة
ج) حائل
د) جدة",أ
إبتِل,أي استمر أو أكمل وللأنثى ابتلي,Central,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
- السؤال: في أي منطقة تستخدم كلمة ""إبتِل"" بشكل شائع؟
- الخيارات:
 A) مكة 
 B) حائل 
 C) الرياض 
 D) جدة 
-",C
إزعبه,تستخدم هذه الكلمة من كبار السن و نادرا أن تسمعها من غيرهم وتعني إسحبه,Western,"المهمة: حدد الموقع الأكثر شيوعاً لاستخدام الكلمة.
السؤال: في أي منطقة في السعودية تستخدم كلمة 'إزعبه'؟
الخيارات:
أ) مكة المكرمة
ب) الرياض
ج) جدة
د) القصيم",ب
إستهتار,لا يُبالي بعاقبة أفعاله أو أقواله,Western,"### نوع السؤال: التعرف على الموقع
Task: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
Question: في أي منطقة تستخدم كلمة ""إستهتار"" بشكل شائع؟ 
Options: 
A) الرياض 
B) جدة 
C) القصيم 
D) الدمام 
Correct answer: B",
إشبك,ماذا بك,Western,"المهمة: حدد الموقع الجغرافي لكلمة 'إشبك'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'إشبك' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) حائل",أ
إشتل,يعني انقلع اذهب بعيد,Western,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تُستخدم كلمة ""إشتل"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) المدينة المنورة 
الجواب الصحيح: B (جدة)",
إفلقني,هالكلمة نقولها لا شفنا واحد نصااب بقوة,Southern,"المهمة: حدد أين يُستخدم المصطلح 'إفلقني' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم تعبير 'إفلقني' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) الدمام",أ
إقدَع,تُقال عند الضيف مع الاشارة لحاوية الأكل تأتي تقريباً بمعنى ( تفضل و ابدأ الأكل ولا تستحي) وغالباً تُقال عند تقديم التمر مع القهوة و اقدعي للأنثى,Southern,"### نوع السؤال: التعرف على الموقع
المهمة: اختر إجابة واحدة فقط دون أية ملاحظات إضافية. 
السؤال: ""في أي منطقة تُستخدم كلمة 'إقدع' بشكل شائع؟"" 
الخيارات: 
A) الرياض 
B) جدة 
C) أبها 
D) القصيم",A
إلعب عليه .,يغشه و يتغلب عليه بطريقة ذكية ويتحايل عليه.,Central,"المهمة: اختر المنطقة الأكثر ارتباطاً بهذه العبارة.
السؤال: أين يُستخدم المصطلح 'إلعب عليه' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الكويت
ج) الإمارات
د) البحرين",أ
إلفقيها,الفقيها للانثى الفقة للذكر بمعنى اسكت,Southern,"### نوع السؤال: التعرف على الموقع
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: في أي منطقة من السعودية تُستخدم كلمة ""إلفقيها"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) أبها 
D) الدمام",A
وعردز,هو عباره عن دعوه مو كويسه ومعناها (( يارب تقطع عِرْقه اي الوريد )),Central,"المهمة: حدد أي منطقة سعودية تُستخدم فيها عبارة 'وعردز' بشكل أكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'وعردز' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) حائل",أ
إندزلع,إندزلع بمعنى اغرب عن وجهي,Central,"### نوع السؤال: التعرف على الموقع 
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
- السؤال: في أي منطقة تستخدم كلمة ""إندزلع"" بشكل شائع؟ 
- الخيارات: 
 A) الرياض 
 B) جدة 
 C) الخبر 
 D) حائل 
-",A
إهاية,وتعني التلميح المهين,Southern,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'إهاية' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'إهاية' بشكل أكبر؟
الخيارات:
أ) جدة
ب) الرياض
ج) أبها
د) الدمام",أ
إيش اللي,كلمة إستنفار وتعجب,Southern,"### نوع السؤال: التعرف على الموقع
المهمة: اختر الإجابة الصحيحة واحدة فقط دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تستخدم عبارة ""إيش اللي"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) أبها",B
