Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
مزحلي جدلي,بمعنى ان تقال هرجة ويكون قائلها يقصد بها المزح والجد، فإن اختار متلقي الهرجة انها مزح اصبحت مزح، وان اختار انها جد أصبحت جد,Western,"المهمة: تفسير المعنى الثقافي للمصطلح.
السؤال: ما الذي يعكسه مصطلح 'مزحلي جدلي' في الثقافة السعودية؟
الخيارات:
أ) أهمية المزاح في العلاقات
ب) نقص التواصل
ج) الاحترام في الحوار
د) عدم الفهم",أ
مزدن بي,زين ما سوا فيني,Central,"المهمة: وضّح الفهم الثقافي للتعبير.
السؤال: كيف يُعبر عن المشاعر السلبية في الثقافة السعودية باستخدام 'مزدن بي'؟
الخيارات:
أ) يعبر عن الفخر
ب) يعبر عن الاستياء
ج) يعبر عن الفرح
د) يعبر عن السعادة",ب
مساحر او اساحر فيك,تعني الترجي او الاقناع في مسألة,Central,"المهمة: وضح المعنى الثقافي لعبارة 'مساحر او اساحر فيك'.
السؤال: ماذا تعبر عن عبارة 'مساحر او اساحر فيك' في الثقافة السعودية؟
الخيارات:
أ) تمثيل السلطة
ب) التأثير والإقناع
ج) التحدي والشجاعة
د) الوحدة والتضامن",ب
مسفح,يعني طاير في العجة وهو ماعنده ماعند جدتي يعني بالعربي الفصيح من جنب العارضة,Central,"المهمة: اشرح التفسير الثقافي لكلمة 'مسفح'.
السؤال: ما هو التفسير الثقافي لكلمة 'مسفح' في اللهجة النجدية؟
الخيارات:
أ) تسمية تستخدم للإشارة إلى الشخص الفوضوي
ب) تعني الشخص الذي لديه طموحات
ج) وصف لشخص متزوج حديثاً
د) تعني شخص لديه أصدقاء كثيرين",أ
مسوّي خوي,مِسَوِّي خَوِي : هي عبارة تستخدم على الذي يعتبر صداقته معك او مع مجموعتك هي تحصيل حاصل.,Central,"المهمة: اختر التفسير الصحيح لثقافة عبارة 'مسوّي خوي'.
السؤال: ما هو التفسير الثقافي لعبارة 'مسوّي خوي' في السياق السعودي؟
الخيارات:
أ) تعني أن الصداقة تتطلب جهدًا.
ب) تدل على عدم الاهتمام بقيام الصداقة.
ج) تعكس أهمية الروابط القوية.
د) تعني أن الأصدقاء دائمًا بجانب بعضهم.",ب
مصقوع بكريك,شخص مرتبك، مضيع، ومو عارف فين الله حاطه! الكريك، هو المسمى العامي لمسحاة الحفر.,Western,"المهمة: اشرح كيف يعكس استخدام عبارة 'مصقوع بكريك' الثقافة المحلية.
السؤال: ما الذي يمثله تعبير 'مصقوع بكريك' في الثقافة السعودية؟
الخيارات:
أ) القوة والشجاعة
ب) الارتباك والضياع
ج) الحب والرومانسية
د) الثقة بالنفس",ب
مطانيج,مطانيج هي المطبات الهوائية التي ع الطريق,General,"المهمة: فهم الأبعاد الثقافية المتعلقة بكلمة 'مطانيج'.
السؤال: ماذا تعني 'مطانيج' في السياق الثقافي السعودي؟
الخيارات:
أ) تعبر عن ضيق الطريق
ب) تشير إلى التحذيرات عند القيادة
ج) تعني تميز الطرق في السعودية
د) تشير إلى أجمل المناظر الطبيعية",ب
مطوع بريدة,تطلق على المنافق الذي ظاهره شخص ملتزم (مطوع) وفي داخله شخص منحط أخلاقيا,Central,"المهمة: اشرح ما يعبر عنه مصطلح 'مطوع بريدة' في الثقافة السعودية.
السؤال: ما الذي يعنيه مصطلح 'مطوع بريدة' في السياق الثقافي السعودي؟
الخيارات:
أ) يعتبر علامة على الالتزام الديني الصادق
ب) يعبر عن الخداع الذي يتظاهر به البعض
ج) يدل على الاحترام والتقدير في المجتمع
د) يُستخدم للإشارة إلى رجال الدين",ب
مع نفسك,معناها اذا احد طلب شي منك ومارح تسوي تقولو مع نفسك (الرفض) (تصرف احد),Western,"المهمة: قدم تفسيرًا ثقافيًا لعبارة 'مع نفسك'.
السؤال: ما الذي يعكسه استخدام عبارة 'مع نفسك' في الثقافة السعودية؟
الخيارات:
أ) المجاملة والتعاون
ب) الاحترام للطلب
ج) الرفض المباشر
د) التأكيد على الالتزام",ج
مع نفسو,عبارة تصف شخص ليس لديه فكرة عن ما يتحدث أو ما يفعل و كأنه في عالم آخر.,Western,"المهمة: حدد تفسير عبارة 'مع نفسو' في السياق الثقافي السعودي.
السؤال: كيف تعكس عبارة 'مع نفسو' الثقافة السعودية؟
الخيارات:
أ) تدل على الانشغال بالعمل
ب) تشير إلى الانفصال عن الناس
ج) تعبر عن الفخر بالثقافة المحلية
د) تعكس العزلة الاجتماعية",ب
معتتقلتيت,لاتروح لا هنا ولا هنا,Western,"المهمة: اذكر الفهم الثقافي للمصطلح.
السؤال: ما الذي يدل عليه استخدام 'معتتقلتيت' في الثقافة السعودية؟
الخيارات:
أ) دعوة للاحتفال
ب) تحذير من الخروج
ج) تشجيع على الانطلاق
د) توبيخ",ب
أنت خبل ؟,تعجب من غباء شخص,Western,"المهمة: حدد الثقافة التي ينتمي إليها المصطلح.
السؤال: ما هو التفسير الثقافي لكلمة 'أنت خبل ؟' في اللهجة السعودية؟
الخيارات:
أ) تدل على حالة من السرحان أو الغفوة.
ب)  الاستنكار أو التعجب من غباء أو تصرف غير عقلاني.
ج) تشير إلى الشغف والطموح.
د) تعني العكس تماماً.",ب
راكبه من رأسه إلى ساسه,بمعنى الخطأ واللوم عليه ,General,"المهمة: اشرح المفهوم الثقافي لعبارة (راكبه من رأسه إلى ساسه).
السؤال: ماذا تعكس عبارة (راكبه من رأسه إلى ساسه) في الثقافة الشعبية؟
الخيارات:
أ) توزيع الخطأ بين الجميع
ب) تحميل شخص واحد كامل المسؤولية
ج) التخفيف من اللوم
د) الاعتذار عن الخطأ",ب
على خشمي,تعني سأنفذ طلبك بكل سرور واهتمام مثل عبارة من عيوني,General,"المهمة: اشرح المفهوم الثقافي لعبارة (على خشمي).
السؤال: ماذا تعكس عبارة (على خشمي) في التعامل الاجتماعي؟
الخيارات:
أ) الرفض غير المباشر
ب) الاستعداد لتنفيذ الطلب بكل احترام واهتمام
ج) التهديد
د) السخرية",ب
مقطوع من شجرة,مقطوعة من شجرة عبارة تستخدم كناية للشخص الذي ليس له عائلة ؛ لا والدين ولا إخوة وأخوات.,General,"المهمة: فسر العبارة في سياقها الثقافي.
السؤال: ماذا تعني عبارة 'مقطوع من شجرة' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الفخر بالأسرة
ب) تشير إلى الفقر
ج) تدل على الوحدة والانعزال
د) تعبر عن العزيمة والقوة",ج
مكة حقنا,مصطلح رائج أي مكة ملكنا ونحن أولى بها من غيرنا,Western,"المهمة: اختر التفسير الثقافي المناسب للمصطلح.
السؤال: كيف يعكس تعبير 'مكة حقنا' الثقافة السعودية؟
الخيارات:
أ) يعكس حس الانتماء والولاء
ب) يعبر عن عدم الاهتمام بالتراث
ج) يعبّر عن الانفتاح الثقافي
د) يدل على الخلافات بين البلدان",أ
ملتس,تطلق على الرجل ضعيف الشخصية,Central,"المهمة: اشرح لماذا يُعتبر استخدام كلمة 'ملتس' في الثقافة السعودية.
السؤال: ما هو التفسير الثقافي لكلمة 'ملتس' في اللهجة السعودية؟
الخيارات:
أ) تشير إلى الضعف والاعتماد على الآخرين.
ب) تدل على القوة والشجاعة.
ج) تعبر عن الذكاء والفطنة.
د) ترمز إلى الكرم والضيافة.",أ
الله لا يهينك,تقولها عندما تريد شيئاً او تطلب شئ بشكل مهذب,Central,"المهمة: تفسير كيف تستخدم عبارة 'الله لا يهينك' في السياق الاجتماعي.
السؤال: لماذا تُستخدم عبارة ""الله لا يهينك"" في الثقافة السعودية؟
الخيارات:
أ) للتعبير عن التهديد بشكل مهذب
ب) لأنها تحرج الطرف الآخر
ج) لأنها دعاء يدل على الاحترام والتقدير عند الطلب
د) لأنها جزء من الترحيب الرسمي",ج
مَنْ,ماء,Western,"المهمة: حدد التفسير الثقافي لكلمة 'مَنْ'.
السؤال: كيف تعكس كلمة 'مَنْ' الثقافة الحجازية؟
الخيارات:
أ) تعكس النمط البدوي
ب) تعكس الاهتمام بالماء كمصدر للحياة
ج) تعكس الطبيعة الخضراء
د) تعكس التقاليد الزراعية",ب
مِن كثركْ,منْ كثركْ : ردّ بضعُ تحقيرْ ، تعنيَ أنكَ تثقُ بنفسكَ ثقةً عمياءْ ، و أنتَ في الواقع لا تستحقّ هذه الثقهْ . بمعنىَ عامّي : واثقْ بنفسك بزياادهْ D: !,Central,"المهمة: اشرح المعنى الثقافي لعبارة 'من كثرك'.
السؤال: ما الذي توضحه عبارة 'من كثرك' في الثقافة السعودية؟
الخيارات:
أ) يعتبر تحذيرًا من الغرور.
ب) تُظهر الدعم والثقة.
ج) تعبر عن المعرفة الواسعة.
د) تعبر عن الاحترام المتبادل.",أ
من كيسي,"يعني انا مؤلف هذا الشيء ""مثل اغلب الكلمات الموجوده هنا""",General,"المهمة: اشرح المعنى الثقافي للتعبير.
السؤال: ما هو التفسير الثقافي للتعبير 'من كيسي' في المجتمع السعودي؟
الخيارات:
أ) يدل على الإبداع والابتكار.
ب) يعني نقص المعلومات.
ج) يشير إلى التقليد.
د) يعبر عن شخص يحب الاستماع.",أ
من له عين وراس سوى سواة الناس,أي أنه يقلد الناس .,Central,"المهمة: فسر المعنى الثقافي للعبارة:
السؤال: ما الذي تعكسه عبارة 'من له عين وراس سوى سواة الناس' في الثقافة السعودية؟
الخيارات:
أ) التركيز على الأصالة
ب) أهمية التقليد في المجتمع
ج) رفض التقاليد
د) التأكيد على التفرد",ب
من ورا التريلات,التريلات جمع تريلة ويقصد بهذه العبارة عندما يحاول أحد تمرير معنى معين بدون أن ينتبه أحد أو كرسالة مبطنة داخل الكلمات,General,"المهمة: افهم الثقافة وراء الاستخدام.
السؤال: لماذا تُستخدم عبارة ""من ورا التريلات"" في الحديث اليومي بالمجتمع السعودي؟
الخيارات:
أ) لتجنب المواجهة المباشرة
ب) للإعلان عن الأشياء السعيدة
ج) لوصف الأشياء الغريبة
د) للحديث عن السيارات الكبيرة",أ
منتب,منتب= لفظ منحوت لتعبير : ما انت ب . ، وتأتي بمعنى : لست ب ،ايضا. ويستخدم في اللهجات النجدية عمومًا. وهناك ايضا ، منب/مانيب=ما انا ب،منتيب/منتي ب= ما انتِ ب، محنب= ما نحن ب، مهب= ما هم ب، ما هو ب، ما هي ب.,Central,"المهمة: ماذا تعني كلمة 'منتب' في الثقافة النجدية؟
السؤال: اعتمدت كلمة 'منتب' في الثقافة النجدية للإشارة إلى ماذا؟
الخيارات:
أ) تكذيب الكلام
ب) الذهاب إلى مكان
ج) عدم الحالة
د) الانشغال بشيء آخر",ج
لا هنت,تحمل طابع الامتنان والشكر تقولها لمن تطلب منه شيئا او خدمك ومعناها,General,"المهمة: اشرح المفهوم الثقافي لعبارة (لا هنت).
السؤال: ماذا تعكس عبارة (لا هنت) في التعامل الاجتماعي؟
الخيارات:
أ) التهديد
ب) الامتنان والشكر واحترام الطرف الآخر
ج) الاستعجال
د) السخرية",ب
موتٍ حمر,فتاة جميلة جداً (مزيونة),General,"المهمة: حدد التفسير الثقافي الصحيح للعبارة.
السؤال: ما هو التفسير الثقافي لعبارة 'موتٍ حمر' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الهزل والسخرية
ب) تعبر عن الإعجاب والجمال
ج) تعبر عن الحزن والأسى
د) تعبر عن الفخر والقوة",ب
موت يا حمار,تنقال لمن الشي ما يرضى يسير,Western,"المهمة: فسر المعنى الثقافي للعبارة.
السؤال: ماذا تعكس عبارة 'موت يا حمار' عن الثقافة السعودية?
الخيارات:
أ) تعبر عن التقدير للحياة
ب) تعبر عن عدم الرضا أو الاستياء
ج) تعكس روح الفكاهة
د) تعبر عن الاحترام",ب
موعد خواجة,تطلق على الموعد الذي لا يتأخر عنه أصحابه .,Western,"المهمة: حدد معنى العبارة من الناحية الثقافية.
السؤال: ما الذي تعكسه عبارة 'موعد خواجة' عن الثقافة السعودية؟
الخيارات:
أ) أهمية الالتزام بالمواعيد
ب) التقليل من أهمية الوقت
ج) ليس لها تأثير ثقافي
د) تعكس الفوضى في المواعيد",أ
ناكسن للمرح,الشيء الذي لا فائدة منه,Central,"المهمة: فسر معنى العبارة في سياق الثقافة السعودية.
السؤال: كيف تعكس عبارة 'ناكسن للمرح' الثقافة في المجتمع السعودي؟
الخيارات:ستخدم للدلالة على عدم جدوى شيء ما أو عدم مقدرته على إضفاء قيمة.",ت
نبي: أبي : يبي,إذا أراد الشخص أن يعبر عن ما يريد أو يحتاج ،,Central,"المهمة: حدد ما تشير إليه العبارة 'نبي: أبي : يبي' في الثقافة السعودية.
السؤال: كيف تعكس هذه العبارة ثقافة الطلب والمساعدة في المجتمع السعودي؟
الخيارات:
أ) تعبر عن التواضع والاحترام
ب) تعكس الاستقلالية وعدم الاعتماد
ج) ترتبط بالعصبية والضغط
د) تعبر عن التعالي والإفتخار",أ
نبي نروح,سوف نذهب (جمع),Central,"المهمة: فسر معنى العبارة في سياق ثقافي.
السؤال: لماذا تستخدم عبارة 'نبي نروح' بشكل شائع في اللهجة السعودية؟
الخيارات:
أ) لأنها تعبر عن روح الجماعة
ب) لأنها تعني عدم الرغبة في الخروج
ج) لأنها تعبر عن الشك
د) لأنها تستخدم في التوديع",أ
نشر الغسيل,كلام المفروض ما ينقال ( سر ) -مثل معنى: كب العشا-,Western,"المهمة: وضح المعنى الثقافي لعبارة 'نشر الغسيل'.
السؤال: ما الذي تعكسه عبارة 'نشر الغسيل' في الثقافة السعودية؟
الخيارات:
أ) حرص الأفراد على السرية
ب) زيادة التواصل الاجتماعي
ج) ترويج الأعمال
د) تطوير العلاقات العائلية",أ
نفوس,وهي حالة من النرفزة والتوتر الشديد ويصيب غالبا المدخنين او اصحاب النوم الكثير,Central,"المهمة: وضح الاستخدام الثقافي لمصطلح 'نفوس'.
السؤال: كيف يعكس استخدام كلمة 'نفوس' في اللهجة النجدية عادات المجتمع؟
الخيارات:
أ) تعبير عن الاسترخاء والهدوء
ب) دلالة على الضغط النفسي السائد في المجتمع
ج) وصف لحالة الفرح والسرور
د) تعبير عن التقاليد السعودية",ب
نهار نيه,يقصد بها لما يقول نهار نيه يعني ذاك اليوم اي يتحدث عن شيئ ماضي,Central,"المهمة: ما هو التفسير الثقافي للعبارة 'نهار نيه'؟
السؤال: كيف تعكس عبارة 'نهار نيه' الثقافة السعودية؟
الخيارات:
أ) تعبر عن أهمية الأيام الماضية في الثقافة
ب) تشير إلى أهمية الحاضر
ج) تعكس عدم اهتمام بالماضي
د) تركز على الأحداث المستقبلية",أ
نومة وتمغيطة احسن من فرح طيطة,تعني هذه العبارة ان النوم افضل بكثير من الذهاب للعرس او الحفلة,Western,"المهمة: استخرج الفهم الثقافي للعبارة.
السؤال: ماذا تعكس عبارة 'نومة وتمغيطة احسن من فرح طيطة' من قيم المجتمع السعودي؟
الخيارات:
أ) تقدير الفرح والحب
ب) تقدير الراحة والهدوء
ج) أهمية التجمعات الاجتماعية
د) رفض المناسبات العامة",ب
هاه وش قلت ؟,تأتي بمعنيين : الأول : سؤال الشخص لإعادة كلامه لعدم مقدرة الاستماع له الثاني : لطلب الرد بعد إعطائة امر يخير به أو رأيًا .,Central,"المهمة: ما هو السبب الثقافي وراء استخدام عبارة 'هاه وش قلت؟'?
السؤال: لماذا يستخدم السعوديون عبارة 'هاه وش قلت؟' في حديثهم؟
الخيارات:
أ) لأنهم يحبون الاستفسار
ب) لأنها تعبر عن عدم الفهم
ج) لأنها تستخدم للإطراء
د) لأنها تعكس التقليد",ب
هبلي جغمه,اعطني لأشرب قليلا,Southern,"المهمة: حدد النتائج الثقافية للعبارة.
السؤال: لماذا تُستخدم عبارة 'هبلي جغمه' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن المجاملة
ب) تعبر عن الاحتياج
ج) تعبر عن الدعوة
د) تعبر عن الفخر",ب
هتيم,سبة تطلق للطعن في نسب بعض القبائل,Central,"المهمة: صف السياق الثقافي لكلمة 'هتيم'.
السؤال: ما هو التفسير الثقافي لكلمة 'هتيم' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الاحترام بين القبائل
ب) الرجوع إلى الأصول والنسب
ج) تعني ارتباط الشعوب بالأرض
د) تشير إلى التعاون بين القبائل",ب
جعلني قبلك,هي دعوة بالبقاء والعمر الطويل للشخص المُخاطَب، ومعناها الحرفي ( أسأل الله أن يجعلني أموت قبلك ),Southern,"المهمة: حدد السياق الثقافي للعبارة.
السؤال: لماذا تُستخدم عبارة ""جعلني قبلك"" في الثقافة السعودية؟
الخيارات:
أ) للتعبير عن التهديد
ب) للتعبير عن الحزن
ج) للدعاء بطول العمر للمخاطَب بدافع الحب
د) لأنها مأخوذة من الشعر الجاهلي",ج
الناس تتانو,اي يعني تخابروا,Central,"المهمة: اشرح المفهوم الثقافي لعبارة (الناس تتانو).
السؤال: ماذا تعبر عبارة (الناس تتانو) في السياق الاجتماعي؟
الخيارات:
أ) أن الناس تجاهلوا بعضهم
ب) أن الناس تواصلوا وتخابروا فيما بينهم
ج) أن الناس اختلفوا
د) أن الناس انقطعوا عن بعض",ب
اتكئ على مركى,يعني  استند على المسند أو اتكئ على الوسادة الكبيرة ,General,"المهمة: فسر الفكرة الثقافية وراء العبارة.
السؤال: لماذا تُستخدم عبارة ""اتكئ على مركى"" في الثقافة السعودية؟
الخيارات:
أ) للتعبير عن بداية العمل
ب) للدلالة على الراحة أو الجاه
ج) كناية عن الغضب
د) كناية عن السرعة في الحركة",ب
طرحني النوم,غلبني النعاس,Northern,"المهمة: اشرح المفهوم الثقافي لعبارة (طرحني النوم).
السؤال: ماذا تعبر عبارة (طرحني النوم) في الاستخدام اليومي؟
الخيارات:
أ) الاستيقاظ المبكر
ب) غلبة النعاس وعدم القدرة على المقاومة
ج) الأرق الشديد
د) النوم المتقطع",ب
تقوله صاز,تعني هل ماتقوله صحيح,Central,"المهمة: اشرح المفهوم الثقافي لعبارة (تقوله صاز).
السؤال: ماذا تعكس عبارة (تقوله صاز) في الثقافة الشعبية؟
الخيارات:
أ) الشك والرغبة في التأكد
ب) السخرية والاستهزاء
ج) المدح والثناء
د) التهديد",أ
هو تامعك الوساه,هي تعتبر من اللهجه الجنوبيه من الباحه تحديداً هَوْ = لماذا تامعك = هذه السواه \ السوات = الفعل,Southern,"المهمة: اشرح الثقافات المرتبطة بعبارة 'هو تامعك الوساه'.
السؤال: ما الذي توحي به عبارة 'هو تامعك الوساه' في الثقافة السعودية?
الخيارات:
أ) التقليد والتعبير عن المشاعر
ب) التعليم في المدارس
ج) الطعام الشعبي
د) الفنون الشعبية",أ
هيا تعال. هيا روح بله!,"ازهوجه كروية , هيا تعال: كان نداء تحدي أطلقه نادي الهلال السعودي ضد غريمه النصر. هيا روح بله: فكانت هذه العبارة رد النداء. فهزم النصر الهلال. وكانت ردت الجماهير النصرواية: هيا روح بله!.",Central,"المهمة: حدد ما تدل عليه عبارة 'هيا تعال. هيا روح بله!' في الثقافة السعودية.
السؤال: ما هو التفسير الثقافي لهذه العبارة في سياق الرياضة؟
الخيارات:
أ) تعبير عن الوحدة
ب) دعوة للتحدي والمنافسة
ج) إشارة للاستسلام
د) تعبير عن السعادة",ب
بوه مير نيم,تعني موجود لكنه نائم.,Central,"المهمة: اشرح المفهوم الثقافي لعبارة (بوه مير نيم).
السؤال: ماذا تعبر عبارة (بوه مير نيم) في السياق الاجتماعي؟
الخيارات:
أ) أن الشخص غير موجود نهائيًا
ب) أن الشخص حاضر لكن غير متفاعل
ج) أن الشخص مسافر
د) أن الشخص غاضب",ب
اتعيا به,احسن التعامل معه,Southern,"المهمة: اشرح المفهوم الثقافي لعبارة (اتعيا به).
السؤال: ماذا تعبر عبارة (اتعيا به) في السياق الاجتماعي؟
الخيارات:
أ) الحذر من الشخص
ب) حسن التعامل والتصرف مع الشخص
ج) تجاهل الشخص
د) توبيخ الشخص",ب
و لوْ قلته,"و لوْ قلته : تعنيَ أنيَ واثقٌ بنفسيَ "" دون مدحٍ منك "" . و بالعاميَ : أدريَ أنيَ قدّ هالمدح بدونْ ما تقوله D: و قدْ يعنيَ القائلْ أنكَ بمدحكَ هذا لن تُغيّر شيئاً من قراراتيَ / قناعاتيْ . بالعاميَ : لا تكثّر حكيَ :q",Central,"المهمة: ما المعنى الثقافي لعبارة 'و لوْ قلته'؟
السؤال: كيف تعكس عبارة 'و لوْ قلته' الثقافة الشعبية في السعودية؟
الخيارات:
أ) تعبر عن الغطرسة.
ب) تعكس الثقة بالنفس وعدم الحاجة للموافقة.
ج) تشير إلى القبول.
د) تعبر عن الخجل.",ب
واتسبديه,وا للتضجر تسبديه تعني كبدي (الكبد) وتقال للتضجر,Central,"المهمة: صف المعنى الثقافي للعبارة.
السؤال: ما الذي يفسر استخدام عبارة 'واتسبديه' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الفرح الجماعي
ب) تعبر عن الغضب أو الاستياء
ج) تعبر عن الحزن العميق
د) تعبر عن المدح والتقدير",ب
واطر جيبي طراه,يامصيبتاه,Central,"المهمة: اشرح ما تعكسه العبارة عن الثقافة المحلية.
السؤال: ماذا تعكس عبارة 'واطر جيبي طراه' عن التقاليد السعودية؟
الخيارات:
أ) تعبير عن الفرح
ب) تعبير عن المثابرة
ج) تعبير عن الحزن والإحباط
د) تعبير عن التعاون",ج
واكدربة كدربة بياع الشوربة,هي من الاهازيج الحجازية القديمة التي يقولها الاطفال اثناء اللعب بالارجوحة خصوصا في شهر رمضان,Western,"المهمة: فسر كيف تعكس العبارة ثقافة معينة.
السؤال: كيف تعكس عبارة 'واكدربة كدربة بياع الشوربة' التراث الشعبي السعودي؟
الخيارات:
أ) تشير إلى تحيات المساء
ب) تعكس التقاليد الرمضانية للأطفال
ج) تتعلق بالطبخ والأكلات
د) توضح الرحلات البحرية",ب
والنِعمْ,درَج عند اهل الجزيرة العربية وخاصة السعودية  انك اذا قابلت شخص لأول مرة وذكر لك اسمه الكامل ان ترد عليه والنعم (ليس في كل الحالات)، أي انعم بك. ويرد الطرف الآخر انعم بحالك او ما عليك زود,General,"المهمة: اشرح لماذا تستخدم عبارة 'والنِعمْ' في الثقافة السعودية.
السؤال: لماذا تعتبر 'والنِعمْ' تعبيرًا شائعًا في الثقافة السعودية؟
الخيارات:
أ) للتعبير عن العرفان
ب) للتعبير عن الزعل
ج) للتعبير عن الغضب
د) للتعبير عن الجوع",أ
وانا عمك,وانا عمك عباره تقال عند التباهي وتصغير الذي امامك,Central,"المهمة: تحديد السياق الثقافي لعبارة 'وانا عمك'.
السؤال: كيف تعكس عبارة 'وانا عمك' الثقافة السعودية؟
الخيارات:
أ) تعبر عن التقليد الاجتماعي
ب) تعبر عن الاحتقار
ج) تعبر عن الاحترام
د) تعبر عن الشجاعة",أ
وجعان,وجعان أي به سقمٌ أو علة ، ويطلق على من يتصرف تصرف غير مقبول,Central,"المهمة: فسّر مفهوم كلمة 'وجعان' في سياق المجتمع السعودي.
السؤال: ما الذي يدل عليه استخدام كلمة 'وجعان' في اللهجة السعودية؟
الخيارات:
أ) يدل على قلة الأدب
ب) يدل على السرقة
ج) يدل على مشاعر كالألم أو عدم الرضا
د) يدل على الطموح",ج
وجهه مغسول بمرق,تقال للشخص عديم الحياء والذي لا يخجل من ارتكاب العيب امام الناس.,General,"المهمة: وضح ما تعنيه العبارة ثقافياً.
السؤال: ما الذي يُعبر عنه قول 'وجهه مغسول بمرق' في السياق الاجتماعي السعودي؟
الخيارات:
أ) يدل على الرقي
ب) يدل على عدم الحياء
ج) يدل على التحضر
د) يدل على السذاجة",ب
وحشتيني مرة,انا احبك،وحشتيني مرة,General,"المهمة: ما الدلالة الثقافية للعبارة 'وحشتيني مرة' في اللهجة السعودية؟
السؤال: ما أهمية العبارة 'وحشتيني مرة' في الثقافة الخليجية؟
الخيارات:
أ) تشير إلى الود والمحبة
ب) تعبر عن الاستياء
ج) تعني الغيرة
د) لا تحمل أي دلالة",أ
ياخي وخر,بمعنى ابتعد عني او ابتعد عن طريقي,Western,"المهمة: وضح المعنى الثقافي للعبارة.
السؤال: لماذا تستخدم عبارة 'ياخي وخر'  في اللهجة السعودية؟
الخيارات:
أ) للتعبير عن الحب
ب) لإظهار الضيق
ج) لتعزيز الثقافة
د) للتعبير عن الفرح",ب
ودي به,ودي به بمعني : اريد ابي_ اعطني او كيفي,General,"المهمة: وضح المعنى الثقافي للعبارة.
السؤال: لماذا تستخدم عبارة 'ودي به'  في اللهجة السعودية؟
الخيارات:
أ) للتعبير عن الشوق والمحبة الصادقة.
ب) للطلب بأسلوب مهذب .
ج) للإعجاب بشيء ثمين والرغبة في تملكه.
د) لتمني حضور غائب أو تحقيق طموح بعيد.",ب
وراو تسذا,وراو تسذا تعني لماذا هكذا ؟ وعادة مايستخدمها القصمان أي اهالي منطقة القصيم .,Central,"المهمة: وضح التأثير الثقافي لعبارة 'وراو تسذا'.
السؤال: ما هي الثقافة التي تتعلق بعبارة 'وراو تسذا'؟
الخيارات:
أ) ثقافة أهل القصيم
ب) ثقافة أهل جدة
ج) ثقافة أهل مكة
د) ثقافة أهل الرياض",أ
وسع الصدر,فرح طالع ضاق الصدر ، استانس,General,"المهمة: اذكر التفسير الثقافي لعبارة 'وسع الصدر'.
السؤال: ما هو التفسير الثقافي لعبارة 'وسع الصدر' في اللهجة السعودية؟
الخيارات:
أ) يدل على الضيق
ب) يدل على الفرح والاستبشار
ج) يدل على الغضب
د) يدل على الاستسلام",ب
وَشْ تِحَسْ بَهْ ؟,بماذا تشعر وأنت تفعل هذا الفعل ؟ أو بماذا شعرت ؟ أو ما هو شعورك ؟,Western,"المهمة: قدم تفسيراً ثقافياً لعبارة 'وَشْ تِحَسْ بَهْ ؟'.
السؤال: كيف تعكس عبارة 'وَشْ تِحَسْ بَهْ ؟' الثقافة السعودية؟
الخيارات:
أ) تعكس الرغبة في فهم المشاعر
ب) تعكس أهمية تناول الطعام
ج) تعكس تقاليد الاحتفال
د) تعكس شغف السفر",أ
وش تحس فيه ؟,عبارة تستخدم عند التعبير في حالة الاندهاش من فعل غريب من أحد الأشخاص . أو احد الأشخاص يسوي شيء ماله داعي وغريب .,Central,"المهمة: وضح كيف تعكس عبارة 'وش تحس فيه؟' ثقافة المجتمع السعودي.
السؤال: ماذا تعكس العبارة عن الثقافة والمجتمع السعودي؟
الخيارات:
أ) تعبير عن العواطف والمشاعر
ب) تعبير عن الجفاف في العلاقات
ج) تعبير عن العزلة
د) تعبير عن الفخر بالإنجازات",أ
وش حيفك؟,"""وش حيفك؟"" تعني ما الفرق بينك وبيننا؟ وهنا تُقال للشخص الذي الذي يحاول التبهاي بين الناس بشيء أو أخذ شيئاً ولم يستطع الآخر أخذه فيقول ""وش حيف ذاك ياخذ وانا ما أخذ؟""",Central,"المهمة: اشرح معنى استخدام 'وش حيفك؟' في الثقافة السعودية.
السؤال: ما الذي تعكسه عبارة 'وش حيفك؟' من المفاهيم الثقافية؟
الخيارات:
أ) التفاخر بالمكانة الاجتماعية.
ب) التسهيل في التواصل الاجتماعي.
ج) التأكيد على العادات والتقاليد.
د) التعبير عن الشكوك.",أ
وش عبيت,كلمة تقال اكثر الاحيان في المنطقه الجنوبيه والباديه خاصة من اهل الجنوب ومعناها ماذا فعلت,Southern,"المهمة: فسر الاستخدام الثقافي للعبارة.
السؤال: لماذا يُستخدم تعبير 'وش عبيت' كثيرًا في اللهجة السعودية؟
الخيارات:
أ) لأنه تعبير شائع بين الأصدقاء
ب) لأنه يعبر عن الاحترام
ج) لأنه يُستخدم في التجارة
د) لأنه يُستخدم في التعليم",أ
