Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
مصقوع بكريك,شخص مرتبك، مضيع، ومو عارف فين الله حاطه! الكريك، هو المسمى العامي لمسحاة الحفر.,Western,"المهمة: حدد المنطقة الأكثر شيوعاً لاستخدام المصطلح 'مصقوع بكريك'.
السؤال: أين يُستخدم المصطلح 'مصقوع بكريك' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) الخبر
د) الدمام",أ
مطانيج,مطانيج هي المطبات الهوائية التي ع الطريق,General,"المهمة: تحديد المكان الذي يستخدم فيه المصطلح 'مطانيج' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'مطانيج' بشكل أكثر شيوعاً؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
مطوع بريدة,تطلق على المنافق الذي ظاهره شخص ملتزم (مطوع) وفي داخله شخص منحط أخلاقيا,Central,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام مصطلح 'مطوع بريدة'.
السؤال: في أي منطقة تتميز باستخدام المصطلح 'مطوع بريدة'؟
الخيارات:
أ) الرياض
ب) بريدة
ج) جدة
د) الدمام",ب
مع نفسك,معناها اذا احد طلب شي منك ومارح تسوي تقولو مع نفسك (الرفض) (تصرف احد),Western,"المهمة: حدد المنطقة التي يرتبط بها المصطلح 'مع نفسك' بشكل رئيسي.
السؤال: أي منطقة سعودية يرتبط بها مصطلح 'مع نفسك' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
مع نفسو,عبارة تصف شخص ليس لديه فكرة عن ما يتحدث أو ما يفعل و كأنه في عالم آخر.,Western,"المهمة: حدد أين يُستخدم المصطلح 'مع نفسو' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'مع نفسو' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة",ب
معتتقلتيت,لاتروح لا هنا ولا هنا,Western,"المهمة: حدد أين يُستخدم المصطلح 'معتتقلتيت' بشكل أكبر.
السؤال: في أي منطقة سعودية يُعتبر المصطلح 'معتتقلتيت' شائعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) تبوك
د) مكة",د
أنت خبل ؟,تعجب من غباء شخص,Western,"المهمة: اختر المنطقة الأكثر شيوعاً لهذه العبارة.
السؤال: في أي منطقة سعودية تُستخدم العبارة 'أنت خبل ؟' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
راكبه من رأسه إلى ساسه,بمعنى الخطأ واللوم عليه ,General,"المهمة: اختر الجواب الصحيح فقط بدون أي ملاحظات إضافية. 
السؤال: أين تستخدم عبارة ""راكبه من رأسه إلى ساسه"" بشكل شائع؟ 
الخيارات: 
أ) المملكة العربية السعودية
ب) الكويت
ج) عُمان
د) الإمارات",أ
على خشمي,تعني سأنفذ طلبك بكل سرور واهتمام مثل عبارة من عيوني,General,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'على خشمي' بشكل أكبر.
السؤال: في أي دولة يُستخدم المصطلح 'على خشمي' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) عُمان
د) الإمارات",أ
مقطوع من شجرة,مقطوعة من شجرة عبارة تستخدم كناية للشخص الذي ليس له عائلة ؛ لا والدين ولا إخوة وأخوات.,General,"المهمة: حدد المنطقة التي يتم استخدام هذا المصطلح بشكل رئيسي.
السؤال: في أي دولة تُستخدم عبارة 'مقطوع من شجرة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
مكة حقنا,مصطلح رائج أي مكة ملكنا ونحن أولى بها من غيرنا,Western,"المهمة: حدد المكان الذي يرتبط به المصطلح.
السؤال: أين يُستخدم المصطلح 'مكة حقنا' بشكل شائع؟
الخيارات:
أ) المدينة المنورة
ب) جدة
ج) مكة المكرمة
د) الدمام",ج
ملتس,تطلق على الرجل ضعيف الشخصية,Central,"- المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
- السؤال: في أي منطقة تُستخدم كلمة ""ملتس"" بشكل شائع؟ 
- الخيارات: 
 A) الرياض 
 B) جدة 
 C) الدمام 
 D) حائل 
-",A
الله لا يهينك,تقولها عندما تريد شيئاً او تطلب شئ بشكل مهذب,Central,"المهمة: حدد أين يُستخدم المصطلح 'الله لا يهينك' بشكل أكثر شيوعاً.
السؤال: في أي مدينة سعودية تُستخدم كلمة 'الله لا يهينك' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) المدينة المنورة",أ
مَنْ,ماء,Western,"المهمة: حدد المكان الذي تُستخدم فيه كلمة 'مَنْ' بشكل شائع.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'مَنْ' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
مِن كثركْ,منْ كثركْ : ردّ بضعُ تحقيرْ ، تعنيَ أنكَ تثقُ بنفسكَ ثقةً عمياءْ ، و أنتَ في الواقع لا تستحقّ هذه الثقهْ . بمعنىَ عامّي : واثقْ بنفسك بزياادهْ D: !,Central,"المهمة: حدد المنطقة التي يرتبط بها هذا المصطلح.
السؤال: أي منطقة في المملكة العربية السعودية تستخدم عبارة 'من كثرك' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) نجران",أ
من كيسي,"يعني انا مؤلف هذا الشيء ""مثل اغلب الكلمات الموجوده هنا""",General,"المهمة: حدد الدولة التي يشتهر فيها المصطلح 'من كيسي'.
السؤال: في أي دولة يُستخدم التعبير 'من كيسي' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
من له عين وراس سوى سواة الناس,أي أنه يقلد الناس .,Central,"المهمة: حدد المنطقة التي ترتبط بها العبارة:
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'من له عين وراس سوى سواة الناس' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) المدينة المنورة
د) حائل",أ
من ورا التريلات,التريلات جمع تريلة ويقصد بهذه العبارة عندما يحاول أحد تمرير معنى معين بدون أن ينتبه أحد أو كرسالة مبطنة داخل الكلمات,General,"المهمة: تحديد المكان المناسب.
السؤال: في أي دولة تشتهر عبارة ""من ورا التريلات"" بشكل أكبر؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) الإمارات
د) الكويت",أ
منتب,منتب= لفظ منحوت لتعبير : ما انت ب . ، وتأتي بمعنى : لست ب ،ايضا. ويستخدم في اللهجات النجدية عمومًا. وهناك ايضا ، منب/مانيب=ما انا ب،منتيب/منتي ب= ما انتِ ب، محنب= ما نحن ب، مهب= ما هم ب، ما هو ب، ما هي ب.,Central,"### نوع السؤال: التعرف على الموقع
- المهمة: اختر الجواب الصحيح.
- السؤال: في أي منطقة سعودية تستخدم العبارة ""منتب"" بشكل شائع؟
- الخيارات: 
 A) الرياض 
 B) جدة 
 C) الدمام 
 D) أبها 
-",A
لا هنت,تحمل طابع الامتنان والشكر تقولها لمن تطلب منه شيئا او خدمك ومعناها,General,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'لا هنت' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'لا هنت' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) الإمارات",أ
موتٍ حمر,فتاة جميلة جداً (مزيونة),General,"المهمة: حدد المنطقة التي يُستخدم فيها هذا المصطلح.
السؤال: في أي دولة يتم استخدام عبارة 'موتٍ حمر' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) الإمارات",أ
موت يا حمار,تنقال لمن الشي ما يرضى يسير,Western,"المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تُستخدم عبارة ""موت يا حمار"" بشكل شائع؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الطائف 
D) المدينة المنورة",B
موعد خواجة,تطلق على الموعد الذي لا يتأخر عنه أصحابه .,Western,"المهمة: حدد الموقع الجغرافي المرتبط بالمصطلح.
السؤال: في أي منطقة في السعودية يُستخدم مصطلح 'موعد خواجة' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) جدة
ج) الرياض
د) الدمام",أ
ناكسن للمرح,الشيء الذي لا فائدة منه,Central,"المهمة: حدد المكان الذي يُستخدم فيه هذا المصطلح بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'ناكسن للمرح' بشكل شائع؟
الخيارات:
أ) الرياض
ب) مكة
ج) جدة
د) حائل",أ
نبي: أبي : يبي,إذا أراد الشخص أن يعبر عن ما يريد أو يحتاج ،,Central,"المهمة: حدد أين يُستخدم المصطلح 'نبي: أبي : يبي' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'نبي: أبي : يبي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) مكة
ج) الدمام
د) جدة",أ
نبي نروح,سوف نذهب (جمع),Central,"المهمة: حدد أين تُستخدم العبارة بشكل شائع.
السؤال: في أي منطقة سعودية تستخدم العبارة 'نبي نروح'؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
نشر الغسيل,كلام المفروض ما ينقال ( سر ) -مثل معنى: كب العشا-,Western,"المهمة: حدد أين يُستخدم المصطلح 'نشر الغسيل' بشكل أكثر شيوعاً.
السؤال: في أي منطقة في السعودية تستخدم عبارة 'نشر الغسيل' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) الخبر",أ
نفوس,وهي حالة من النرفزة والتوتر الشديد ويصيب غالبا المدخنين او اصحاب النوم الكثير,Central,"المهمة: حدد المنطقة التي تستخدم فيها كلمة 'نفوس' بشكل شائع.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'نفوس' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
نهار نيه,يقصد بها لما يقول نهار نيه يعني ذاك اليوم اي يتحدث عن شيئ ماضي,Central,"المهمة: حدد الموقع الأكثر شيوعاً لاستخدام عبارة 'نهار نيه'.
السؤال: في أي منطقة من المملكة العربية السعودية يُستخدم المصطلح 'نهار نيه' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمام",أ
نومة وتمغيطة احسن من فرح طيطة,تعني هذه العبارة ان النوم افضل بكثير من الذهاب للعرس او الحفلة,Western,"المهمة: حدد المدينة أو المنطقة التي تُستخدم فيها العبارة بشكل شائع.
السؤال: أين يُستخدم المصطلح 'نومة وتمغيطة احسن من فرح طيطة' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الرياض
ج) جدة
د) الدمام",أ
هاه وش قلت ؟,تأتي بمعنيين : الأول : سؤال الشخص لإعادة كلامه لعدم مقدرة الاستماع له الثاني : لطلب الرد بعد إعطائة امر يخير به أو رأيًا .,Central,"المهمة: حدد مكان استخدام عبارة 'هاه وش قلت؟'.
السؤال: أين يُستخدم المصطلح 'هاه وش قلت؟' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) المنامة
ج) مسقط
د) دبي",أ
هبلي جغمه,اعطني لأشرب قليلا,Southern,"المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: في أي دولة تستخدم العبارة ""هبلي جغمه"" بشكل رئيسي؟ 
الخيارات: 
A) الجنوب
B) الغرب 
C) الشرق
D) الشمال",A
هتيم,سبة تطلق للطعن في نسب بعض القبائل,Central,"المهمة: حدد الموقع الجغرافي الأكثر ارتباطًا بكلمة 'هتيم'.
السؤال: في أي منطقة من السعودية يُستخدم المصطلح 'هتيم' بشكل أكثر شيوعًا؟
الخيارات:
أ) نجد
ب) مكة
ج) المدينة
د) حائل",أ
جعلني قبلك,هي دعوة بالبقاء والعمر الطويل للشخص المُخاطَب، ومعناها الحرفي ( أسأل الله أن يجعلني أموت قبلك ),Southern,"المهمة: حدد المدينة التي تعبر عن المصطلح.
السؤال: في أي مدينة تستخدم عبارة 'جعلني قبلك' بشكل رئيسي؟
الخيارات:
أ) الوسطى
ب) الشرق
ج) الغرب
د) الجنوب",د
الناس تتانو,اي يعني تخابروا,Central,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'الناس تتانو' بشكل شائع.
السؤال: في أي منطقة في السعودية يُستخدم المصطلح الناس تتانو' بشكل رئيسي؟
الخيارات:
أ) القصيم
ب) جدة
ج) الدمام
د) حائل",أ
اتكئ على مركى,يعني  استند على المسند أو اتكئ على الوسادة الكبيرة ,General,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح أكثر.
السؤال: أين يُستخدم المصطلح 'تكئ على مركى' بشكل أكثر شيوعاً؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) عمان",أ
طرحني النوم,غلبني النعاس,Northern,"المهمة: حدد المنطقة التي يتم فيها استخدام عبارة 'طرحني النوم' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'طرحني النوم' بشكل أكثر شيوعاً؟
الخيارات:
أ) الوسطى
ب) الغربية
ج) الشمال
د) الشرقية",ج
تقوله صاز,تعني هل ماتقوله صحيح,Central,"المهمة: حدد المنطقة التي يشيع فيها استخدام 'تقوله صاز'.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'هتقوله صاز' بشكل شائع؟
الخيارات:
أ) مكة
ب) الطائف
ج) القصيم
د) أبها",ج
هو تامعك الوساه,هي تعتبر من اللهجه الجنوبيه من الباحه تحديداً هَوْ = لماذا تامعك = هذه السواه \ السوات = الفعل,Southern,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام العبارة.
السؤال: في أي منطقة في المملكة العربية السعودية يُستخدم المصطلح 'هو تامعك الوساه' بشكل شائع؟
الخيارات:
أ) الباحة
ب) الرياض
ج) جدة
د) الدمام",أ
هيا تعال. هيا روح بله!,"ازهوجه كروية , هيا تعال: كان نداء تحدي أطلقه نادي الهلال السعودي ضد غريمه النصر. هيا روح بله: فكانت هذه العبارة رد النداء. فهزم النصر الهلال. وكانت ردت الجماهير النصرواية: هيا روح بله!.",Central,"المهمة: حدد الدولة الأكثر شيوعاً لاستخدام مصطلح 'هيا تعال. هيا روح بله!'
السؤال: في أي دولة يُستخدم هذا المصطلح بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) الكويت
ج) الإمارات
د) البحرين",أ
بوه مير نيم,تعني موجود لكنه نائم.,Central,"المهمة: تحديد المدينة التي يُستخدم فيها المصطلح 'بوه مير نيم' بشكل أكبر.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'بوه مير نيم' بشكل شائع؟
الخيارات:
أ) الوسطى
ب) الجنوب
ج) الشمال
د) الغرب",أ
اتعيا به,احسن التعامل معه,Southern,"المهمة: حدد المكان الذي يُستخدم فيه 'اتعيا به' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'اتعيا به' بصيغة أكبر؟
الخيارات:
أ) مكة
ب) الرياض
ج) الباحه
د) الخبر",ج
و لوْ قلته,"و لوْ قلته : تعنيَ أنيَ واثقٌ بنفسيَ "" دون مدحٍ منك "" . و بالعاميَ : أدريَ أنيَ قدّ هالمدح بدونْ ما تقوله D: و قدْ يعنيَ القائلْ أنكَ بمدحكَ هذا لن تُغيّر شيئاً من قراراتيَ / قناعاتيْ . بالعاميَ : لا تكثّر حكيَ :q",Central,"المهمة: حدد المنطقة التي تُستخدم فيها عبارة 'و لوْ قلته' بشكل شائع.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'و لوْ قلته' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) القصيم",أ
واتسبديه,وا للتضجر تسبديه تعني كبدي (الكبد) وتقال للتضجر,Central,"المهمة: حدد أين يكون استخدام عبارة 'واتسبديه' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'واتسبديه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) حائل",أ
واطر جيبي طراه,يامصيبتاه,Central,"المهمة: حدد المنطقة التي قد يُستخدم فيها المصطلح أكثر.
السؤال: في أي منطقة في السعودية من المحتمل أن تُستخدم عبارة 'واطر جيبي طراه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) مكة
ج) المدينة
د) القصيم",أ
واكدربة كدربة بياع الشوربة,هي من الاهازيج الحجازية القديمة التي يقولها الاطفال اثناء اللعب بالارجوحة خصوصا في شهر رمضان,Western,"المهمة: حدد المكان الذي يتم فيه استخدام العبارة بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'واكدربة كدربة بياع الشوربة' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
والنِعمْ,درَج عند اهل الجزيرة العربية وخاصة السعودية  انك اذا قابلت شخص لأول مرة وذكر لك اسمه الكامل ان ترد عليه والنعم (ليس في كل الحالات)، أي انعم بك. ويرد الطرف الآخر انعم بحالك او ما عليك زود,General,"المهمة: حدد أي دولة تعتبر مصدراً رئيسياً لعبارة 'والنِعمْ'.
السؤال: في أي دولة تُستخدم عبارة 'والنِعمْ' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
وانا عمك,وانا عمك عباره تقال عند التباهي وتصغير الذي امامك,Central,"المهمة: تحديد المكان الأكثر شيوعًا الذي تستخدم فيه عبارة 'وانا عمك'.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'وانا عمك' بشكل أكثر شيوعًا؟
الخيارات:
أ) الرياض
ب) مكة
ج) جدة
د) المدينة المنورة",أ
وجعان,وجعان أي به سقمٌ أو علة ، ويطلق على من يتصرف تصرف غير مقبول,Central,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'وجعان' بشكل رئيسي.
السؤال: في أي منطقة من المملكة العربية السعودية يُستخدم المصطلح 'وجعان' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
وجهه مغسول بمرق,تقال للشخص عديم الحياء والذي لا يخجل من ارتكاب العيب امام الناس.,General,"المهمة: حدد السياق الجغرافي لاستخدام العبارة.
السؤال: في أي منطقة من دول الخليج يُستخدم المصطلح 'وجهه مغسول بمرق' بشكل رئيسي؟
الخيارات:
أ) الكويت
ب) البحرين
ج) الإمارات
د) المملكة العربية السعودية",د
وحشتيني مرة,انا احبك،وحشتيني مرة,General,"المهمة: حدد الدولة أو المنطقة الأكثر شيوعًا لاستخدام العبارة 'وحشتيني مرة'.
السؤال: في أي دولة تُستخدم العبارة 'وحشتيني مرة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
ياخي وخر,بمعنى ابتعد عني او ابتعد عن طريقي,Western,"المهمة: حدد المنطقة التي يتم استخدامها فيها العبارة بشكل شائع.
السؤال: أين تُستخدم عبارة 'ياخي وخر' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) أبها",ب
ودي به,ودي به بمعني : اريد ابي_ اعطني او كيفي,General,"المهمة: حدد الموقع الأكثر شيوعًا لاستخدام عبارة 'ودي به'.
السؤال: في أي دولة تُستخدم عبارة 'ودي به' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
وراو تسذا,وراو تسذا تعني لماذا هكذا ؟ وعادة مايستخدمها القصمان أي اهالي منطقة القصيم .,Central,"المهمة: حدد الموقع المرتبط بعبارة 'وراو تسذا'.
السؤال: في أي منطقة من مناطق المملكة يستخدم مصطلح 'وراو تسذا' بشكل رئيسي؟
الخيارات:
أ) القصيم
ب) الرياض
ج) المدينة المنورة
د) الدمام",أ
وسع الصدر,فرح طالع ضاق الصدر ، استانس,General,"المهمة: حدد الموقع الذي يرتبط به المصطلح 'وسع الصدر'.
السؤال: في أي دولة تستخدم عبارة 'وسع الصدر' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
وَشْ تِحَسْ بَهْ ؟,بماذا تشعر وأنت تفعل هذا الفعل ؟ أو بماذا شعرت ؟ أو ما هو شعورك ؟,Western,"المهمة: حدد الموقع الجغرافي الذي تستخدم فيه عبارة 'وَشْ تِحَسْ بَهْ ؟'.
السؤال: أين يُستخدم المصطلح 'وَشْ تِحَسْ بَهْ ؟' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
وش تحس فيه ؟,عبارة تستخدم عند التعبير في حالة الاندهاش من فعل غريب من أحد الأشخاص . أو احد الأشخاص يسوي شيء ماله داعي وغريب .,Central,"المهمة: حدد المنطقة التي تُستخدم فيها عبارة 'وش تحس فيه؟' بشكل شائع.
السؤال: في أي مدينة تُستخدم عبارة 'وش تحس فيه؟' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
وش حيفك؟,"""وش حيفك؟"" تعني ما الفرق بينك وبيننا؟ وهنا تُقال للشخص الذي الذي يحاول التبهاي بين الناس بشيء أو أخذ شيئاً ولم يستطع الآخر أخذه فيقول ""وش حيف ذاك ياخذ وانا ما أخذ؟""",Central,"المهمة: حدد المكان الذي يتم فيه استخدام عبارة 'وش حيفك؟' بشكل كبير.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'وش حيفك؟' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
وش عبيت,كلمة تقال اكثر الاحيان في المنطقه الجنوبيه والباديه خاصة من اهل الجنوب ومعناها ماذا فعلت,Southern,"المهمة: حدد المكان الذي يُستخدم فيه هذا المصطلح بشكل شائع.
السؤال: في أي منطقة من السعودية يُستخدم تعبير 'وش عبيت' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) الدمام",ج
وش لونك,كيف حالك ؟,Eastern,"المهمة: حدد المنطقة التي تستخدم فيها عبارة 'وش لونك' بشكل شائع.
السؤال: أين يتم استخدام عبارة 'وش لونك' بشكل رئيسي؟
الخيارات:
أ) جدة
ب) الرياض
ج) المدينة المنورة
د) الشرقية",د
في أمان الله,يعني مع السلامه بطلع او بمشي,Western,"المهمة: اختر المنطقة أو المدينة التي تُستخدم فيها العبارة بشكل شائع. 
السؤال: في أي منطقة أو مدينة في السعودية يُستخدم التعبير ""في أمان الله"" بشكل رئيسي؟ 
الخيارات: 
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
وش يحس به,يعني: ماذ يحس فيه تقال للذي يعمل شيئا غريبا يذهل الكل فيقولون له وش يحس به فلان؟,Western,"المهمة: حدد المكان الذي يُستخدم فيه التعبير بشكل رئيسي.
السؤال: في أي منطقة من السعودية يُستخدم المصطلح 'وش يحس به' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) الدمام",ب
وش يقالك,تأتي بمعنى وش تحس به,Central,"المهمة: حدد المنطقة الجغرافية التي يُستخدم فيها التعبير بشكل غالب.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'وش يقالك' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
وشلونك (وش لونك),كيف حالك,Central,"المهمة : اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
 السؤال : في أي منطقة سعودية تُستخدم عبارة ""وشلونك"" بشكل شائع؟ 
 الخيارات :
A) الرياض 
B) جدة 
C) أبها 
D) الدمام",A
فلان رقله,غير كامل العقل,Central,"المهمة: حدد أي منطقة سعودية تُستخدم فيها عبارة 'فلان رقله' بشكل أكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'فلان رقله' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) حائل",ج
صام الخشة,تقال على الشخص لشدة تركيزه في أمر ما,Central,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'صام الخشة' بشكل رئيسي.
السؤال: أين تُستخدم العبارة 'صام الخشة' بشكل شائع في المملكة؟
الخيارات:
أ) نجد
ب) الدمام
ج) المدينة
د) أبها",أ
ولد العكاريت,ولد العكاريت تقال للمراهق المتمرّد على أهله ، وأظنها من العفاريت أو من عكر : ذكر ابن دريد : تعاكر القوم: اختلطوا في خصومةٍ أو نَحْوها. أو المعكرين صفو شيء ما فهو ابنهم,Central,"المهمة: حدد أين يُستخدم مصطلح 'ولد العكاريت' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم هذا التعبير غالبًا؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) الدمام",أ
وه بس,وه بس هي للاعجاب بشي ما او إذا لم يعجبك شي ما يعني في كل الحالتين صحيحه,Central,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'وه بس' بشكل رئيسي.
السؤال: في أي منطقة تُستخدم عبارة 'وه بس' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) الكويت
ج) البحرين
د) الإمارات",أ
وه يا ندامة,تقال للتعبير عن الصدمة عند سماع خبر مفاجئ,Western,"المهمة: حدد المنطقة التي تُستخدم فيها العبارة 'وه يا ندامة' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'وه يا ندامة' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
وهاتك يا,يعني قعد يسوي شي ويباالغ فيه بزياادة.,Western,"المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية تستخدم عبارة ""وهاتك يا"" أكثر؟ 
الخيارات: 
A) مكة المكرمة 
B) الرياض 
C) الدمام 
D) أبها",A
ويش اللي حارق رزك؟,بطريقة تهكمية أي لماذا أنت غيران وغضبان.,Central,"المهمة: حدد المنطقة التي تُستخدم فيها العبارة بشكل أكبر.
السؤال: في أي منطقة سعودية تُستخدم العبارة 'ويش اللي حارق رزك؟' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) القصيم",أ
وين هوبه,كلمة تعني اين هو أو اين مكانه هذه الكلمة تجدها مستخدمة عند أهل القصيم ومنتشرة ايضاً عند معظم سكان القصيم,Central,"المهمة: ما هي المنطقة التي يُستخدم فيها المصطلح 'وين هوبه' بشكل رئيسي؟
السؤال: أين يتم استخدام عبارة 'وين هوبه' بشكل شائع؟
الخيارات:
أ) القصيم
ب) جدة
ج) الرياض
د) الدمام",أ
وينتس بوه,وتعني اين انتي,Central,"المهمة: حدد المكان الذي يعتبر فيه التعبير 'وينتس بوه' الأكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'وينتس بوه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
الجو يهبل,الجو جميل اليوم,Western,"المهمة: حدد الموقع الذي قد يستخدم فيه هذا المصطلح بشكل شائع.
السؤال: أين يُستخدم المصطلح 'الجو يهبل' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة المكرمة
ب) الرياض
ج) الدمام
د) جدة",أ
